FECHA;RANGO HORARIO;DIA SEMANA;DISTRITO;LUGAR ACCIDENTE;Nº;Nº PARTE;CPFA Granizo;CPFA Hielo;CPFA Lluvia;CPFA Niebla;CPFA Seco;CPFA Nieve;CPSV Mojada;CPSV Aceite;CPSV Barro;CPSV Grava Suelta;CPSV Hielo;CPSV Seca Y Limpia;* Nº VICTIMAS;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO;LESIVIDAD;Tramo Edad
27/02/2018;DE 13:00 A 13:59;MARTES;CENTRO                        ;CALLE DE LA CAVA BAJA NUM                                                                           ;25;2018/2589;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 40 A 44 AÑOS
28/02/2018;DE 2:00 A 2:59;MIERCOLES;CENTRO                        ;CALLE DE TRIBULETE - PLAZA DE LAVAPIES                                                              ;0;2018/2251;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
02/03/2018;DE 16:00 A 16:59;VIERNES;CARABANCHEL                   ;AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA                                                     ;0;2018/2411;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 10 A 14 AÑOS
02/03/2018;DE 16:00 A 16:59;VIERNES;CARABANCHEL                   ;AVENIDA DE OPORTO - CALLE DE FRANCISCO DE ICAZA                                                     ;0;2018/2411;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;VIAJERO                                 ;HOMBRE;HL                                      ;DE 6 A 9 AÑOS 
02/03/2018;DE 18:00 A 18:59;VIERNES;RETIRO                        ;PLAZA DEL DOCTOR LAGUNA NUM                                                                         ;13;2018/2418;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 15 A 17 AÑOS
03/03/2018;DE 6:00 A 6:59;SABADO;CENTRO                        ;CALLE DE ALCALA NUM                                                                                 ;45;2018/2629;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
09/03/2018;DE 13:00 A 13:59;VIERNES;SALAMANCA                     ;CALLE DE ALCALA NUM                                                                                 ;198;2018/2764;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 35 A 39 AÑOS
09/03/2018;DE 22:00 A 22:59;VIERNES;SALAMANCA                     ;CALLE DE ALCALA - PLAZA DE MANUEL BECERRA                                                           ;0;2018/2880;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 18 A 20 AÑOS
10/03/2018;DE 21:00 A 21:59;SABADO;SALAMANCA                     ;PLAZA DE LA INDEPENDENCIA NUM                                                                       ;4;2018/2741;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HG                                      ;DE 25 A 29 AÑOS
11/03/2018;DE 14:00 A 14:59;DOMINGO;CENTRO                        ;PLAZA DEL EMPERADOR CARLOS V NUM                                                                    ;8;2018/2797;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
11/03/2018;DE 18:00 A 18:59;DOMINGO;CENTRO                        ;CALLE DE CARRETAS NUM                                                                               ;11;2018/2789;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 30 A 34 ANOS
11/03/2018;DE 18:00 A 18:59;DOMINGO;CENTRO                        ;PLAZA DE TIRSO DE MOLINA NUM                                                                        ;10;2018/2822;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 30 A 34 ANOS
11/03/2018;DE 19:00 A 19:59;DOMINGO;TETUAN                        ;CALLE DE JUAN PANTOJA - CALLE DEL TOPETE                                                            ;0;2018/2830;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
12/03/2018;DE 20:00 A 20:59;LUNES;ARGANZUELA                    ;GLORIETA DE LAS PIRAMIDES - PASEO  IMPERIAL                                                         ;          ;2018/2842;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
13/03/2018;DE 12:00 A 12:59;MARTES;CHAMARTIN                     ;CALLE DE GUSTAVO FERNANDEZ BALBUENA NUM                                                             ;11;2018/2847;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;ATROPELLO                               ;BICICLETA                               ;CONDUCTOR;HOMBRE;IL                                      ;DE 25 A 29 AÑOS
13/03/2018;DE 15:00 A 15:59;MARTES;PUENTE DE VALLECAS            ;CAMINO DE VALDERRIBAS NUM                                                                           ;113;2018/2863;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;MUJER;HL                                      ;DE 25 A 29 AÑOS
14/03/2018;DE 13:00 A 13:59;MIERCOLES;CENTRO                        ;PLAZA DE LA PUERTA DEL SOL NUM                                                                      ;4;2018/2891;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 65 A 69 AÑOS
14/03/2018;DE 19:00 A 19:59;MIERCOLES;CENTRO                        ;CALLE DE CARRANZA NUM                                                                               ;25;2018/2902;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 25 A 29 AÑOS
15/03/2018;DE 22:00 A 22:59;JUEVES;RETIRO                        ;CALLE DE CLAUDIO MOYANO NUM                                                                         ;2;2018/2942;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
16/03/2018;DE 11:00 A 11:59;VIERNES;USERA                         ;CAMINO DE PERALES NUM                                                                               ;20;2018/3057;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HG                                      ;DE 50 A 54 AÑOS
16/03/2018;DE 14:00 A 14:59;VIERNES;RETIRO                        ;PASEO DEL FERNAN NUÑEZ                                                                              ;0;2018/2946;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 35 A 39 AÑOS
16/03/2018;DE 15:00 A 15:59;VIERNES;TETUAN                        ;PASEO DE LA DIRECCION NUM                                                                           ;285;2018/3069;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;1;CAÍDA BICICLETA                         ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 45 A 49 AÑOS
20/03/2018;DE 11:00 A 11:59;MARTES;SALAMANCA                     ;CALLE DE SERRANO NUM                                                                                ;91;2018/3154;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 21 A 24 AÑOS
21/03/2018;DE 11:00 A 11:59;MIERCOLES;MORATALAZ                     ;CALLE DE FOBOS NUM                                                                                  ;17;2018/3147;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;1;COLISIÓN DOBLE                          ;BICICLETA                               ;CONDUCTOR;HOMBRE;HL                                      ;DE 15 A 17 AÑOS
