id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
423655,Tribunal Apartment,1719263,Leticia,Centro,Justicia,40.42638,-3.69957,Entire home/apt,100,5,2,2014-09-06,0.02,3,262
424816,Habitación privada en apartamento..,2111994,Carolina,Tetuán,Cuatro Caminos,40.45483,-3.69994,Private room,40,7,4,2017-05-31,0.06,2,252
427488,100 M CASA PRECIOSA CENTRO MADRID,2124765,Sara,Chamberí,Trafalgar,40.4313,-3.70177,Entire home/apt,200,1,4,2014-07-21,0.06,1,241
429306,2 Bedroom Apartment - Center Madrid - ST,2134007,Lola,Centro,Universidad,40.42961,-3.70851,Entire home/apt,120,3,170,2019-06-15,1.98,1,269
431806,CHARMING SUITE IN MADRID'S LEDGE,2146727,Carlos,Moncloa - Aravaca,Casa de Campo,40.42934,-3.72229,Private room,32,30,99,2019-06-02,1.14,3,290
434874,GRAN VIA - Vl - MODERNIST & CENTRIC,1408525,Mad4Rent,Centro,Universidad,40.42066,-3.70494,Entire home/apt,90,3,21,2019-06-25,0.28,56,303
435010,Cute penthouse room in Madrid!!!,2160658,Ana,Centro,Palacio,40.41257,-3.70872,Private room,25,2,182,2019-06-11,2.12,1,338
437670,"LA LATINA, MAGNÍFICAS HABITACIONES",805726,Patricia,Latina,Puerta del Angel,40.41155,-3.72371,Private room,25,6,8,2018-10-31,0.11,4,365
439699,Madrid center - right in Malasaña!,2184051,Emilio,Centro,Universidad,40.42353,-3.70308,Entire home/apt,70,1,486,2019-07-03,5.55,4,320
440596,Quiet Central Apartment with WiFi,1280726,Mallory,Chamberí,Trafalgar,40.42897,-3.69711,Entire home/apt,30,3,7,2012-09-23,0.08,1,0
442986,madrid center chueca house wiffi,2201302,Cesar,Centro,Justicia,40.42414,-3.69764,Entire home/apt,85,2,14,2019-07-07,0.16,1,66
443159,Sunny spacious room in the heart of Madrid,2062106,Pilar,Centro,Cortes,40.41325,-3.69741,Private room,38,2,2,2019-06-30,2,2,76
449218,"Central, fully equipped, best price",2230279,Marina,Chamberí,Trafalgar,40.42976,-3.70259,Entire home/apt,48,3,259,2019-07-01,2.98,1,161
449494,"central, cheap, basic apartment",814490,Rafael,Centro,Universidad,40.42595,-3.71,Entire home/apt,55,4,87,2018-05-13,1.00,3,0
456165,Nice room in Madrid,617086,Agata,Carabanchel,Comillas,40.3909,-3.71202,Private room,30,2,4,2019-06-23,0.16,1,89
459303,GRAN VIA - l - CENTRAL & BRIGHT,1408525,Mad4Rent,Centro,Universidad,40.42524,-3.70504,Entire home/apt,81,3,14,2019-06-23,0.25,56,317
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41661,-3.70282,Entire home/apt,82,3,26,2019-06-18,0.44,56,317
462072,Spectacular Penthouse 95 m² Latina,2296476,Jose Manuel,Centro,Embajadores,40.40817,-3.7102,Entire home/apt,112,2,52,2019-06-06,0.60,1,198
463246,Lovely Apartment Madrid Center,2302267,Carmen,Centro,Palacio,40.41378,-3.71253,Entire home/apt,75,3,11,2019-07-02,0.24,1,240
464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.",2307294,Lua & Carlos,Centro,Universidad,40.42204,-3.70481,Entire home/apt,85,3,60,2018-04-24,0.69,1,190
468202,BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI,2322563,Julio And Sarah,Centro,Justicia,40.42142,-3.70102,Entire home/apt,59,4,233,2019-06-26,2.69,1,295
469231,ATICO PRECIADOS,1408525,Mad4Rent,Centro,Sol,40.41917,-3.70624,Entire home/apt,75,3,43,2019-06-17,0.73,56,299
470132,❤Quiet. Comfort. Superior apartment 1BR*Superhost*,2332600,Rodrigo,Centro,Embajadores,40.40909,-3.70045,Entire home/apt,83,2,38,2018-10-28,0.44,1,243
471198,GRAN VIA - Vlll - MADRID OLD TOWN,1408525,Mad4Rent,Centro,Universidad,40.42408,-3.7038,Entire home/apt,81,3,33,2019-06-25,0.58,56,354
471238,PUERTA DEL SOL - V - MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41588,-3.702,Entire home/apt,82,4,18,2018-10-22,0.21,56,296
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,Mad4Rent,Centro,Sol,40.41644,-3.70222,Entire home/apt,82,3,130,2019-06-30,1.58,56,329
477652,REINA SOFIA - ll - WITH  TERRACE ,1408525,Mad4Rent,Centro,Embajadores,40.40671,-3.69777,Entire home/apt,83,3,15,2019-05-19,0.21,56,301
477656,Eine Terrasse und der Himmel Madrids,2367126,Carmen,Centro,Palacio,40.41961,-3.70965,Private room,50,3,18,2019-01-02,0.22,1,11
479618,Beautiful Apartments GranVía Madrid,2376101,Apartamentos CalleCultura,Centro,Universidad,40.42708,-3.70967,Entire home/apt,85,4,7,2015-12-07,0.08,3,322
479718,Wanda Stadium. Madrid. 20 minutes from Sol by tube,2376402,Jesús,San Blas - Canillejas,Rosas,40.43004,-3.6038,Entire home/apt,350,3,14,2017-01-02,0.16,1,89
482122,TRAFALGAR - CITY - SPACE & LIGHT,1408525,Mad4Rent,Chamberí,Trafalgar,40.43083,-3.70133,Entire home/apt,88,5,8,2019-03-31,0.14,56,343
483048,IFEMA/AIRPORT very good connections,2391244,Marias&Nacho,Hortaleza,Palomas,40.4509,-3.61261,Private room,60,1,59,2019-06-02,0.80,2,38
488462,"★CENTRICO, AMPLIO Y BONITO ★WIFI★CC",2417075,Alejandro Y Nelia,Chamberí,Trafalgar,40.42859,-3.69859,Entire home/apt,85,1,313,2019-06-25,3.64,4,308
488575,Exterior double room very clean,2150100,Luis,Fuencarral - El Pardo,Peñagrande,40.48076,-3.72602,Private room,20,30,2,2015-01-22,0.03,6,358
489190,Gorgeous attic in Madrid (center),2419064,Laura,Moncloa - Aravaca,Argüelles,40.42466,-3.71361,Entire home/apt,190,2,27,2019-01-01,0.32,2,0
490610,"Spacious and comfortable for 5, at Latina District",2426135,Fernando,Latina,Puerta del Angel,40.41036,-3.72574,Entire home/apt,49,4,13,2019-07-08,0.16,1,22
492221,CENTRICO EN EL BARRIO DE LA LATINA,2433045,Manuel,Centro,Palacio,40.4121,-3.70872,Entire home/apt,69,2,188,2019-06-30,2.27,1,352
493238,ElRastro-Plaza Mayor. Air cond-WIFI,2436735,Gemma,Centro,Embajadores,40.40659,-3.70684,Entire home/apt,50,4,197,2019-06-17,2.29,1,218
497706,Peaceful apartment in Madrid Centre,2456671,José & María,Retiro,Jerónimos,40.40745,-3.68286,Entire home/apt,60,1,186,2019-07-05,2.24,4,243
499911,2 bedroom apartment downtown Madrid,2467212,Joël,Centro,Embajadores,40.41256,-3.70116,Entire home/apt,97,4,136,2019-06-29,1.72,1,243
500742,"Near Retiro Park,Madrid 28007 Spain",2470700,Jaime,Retiro,Niño Jesús,40.41115,-3.67109,Entire home/apt,110,4,0,,,1,16
502021,UN JARDIN EN EL CENTRO DE MADRID,2477022,Chema,Centro,Palacio,40.42122,-3.70908,Private room,25,150,0,,,1,365
502918,Cozy room in penthouse in Madrid's heart,2480913,Elvira,Centro,Cortes,40.41159,-3.69356,Private room,45,3,72,2019-06-21,1.85,1,166
504953,Cozy room  Barrio de las Letras,2062106,Pilar,Centro,Cortes,40.41357,-3.69951,Private room,30,2,6,2019-06-22,0.07,2,42
506956,PRECIOSO APTO. CENTRICO EN MADRID,1932547,Nieves,Ciudad Lineal,Concepción,40.44164,-3.649,Entire home/apt,52,1,328,2019-07-10,7.88,1,29
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,Moises&Cristina + Little Sophie&Eli,Centro,Universidad,40.42306,-3.70524,Entire home/apt,84,3,22,2019-07-09,0.26,3,90
510973,HABITACION CÉNTRICA EN PISO NUEVO,2517520,Ruben,Centro,Cortes,40.4142,-3.70129,Private room,60,2,4,2017-09-10,0.15,1,365
514917,"Nice room, nice flat",83531,Abdel,Latina,Cármenes,40.40393,-3.74182,Private room,17,4,27,2018-07-27,0.33,2,0
515008,BIG BED & VERY NICE ROOM YELLOW.,2536524,Marina,San Blas - Canillejas,Arcos,40.42181,-3.6123,Private room,25,10,20,2019-03-30,0.25,6,329
515339,ORIGINAL next to Royal Palace!!!,2538187,Pe,Centro,Palacio,40.41327,-3.71071,Entire home/apt,55,2,111,2019-07-04,2.67,1,364
518208,BIG BED & VERY NICE ORANGE ROOM.,2536524,Marina,San Blas - Canillejas,Hellín,40.42855,-3.61474,Private room,28,10,15,2019-07-01,0.19,6,329
518511,"Central, cheery, light, historic",1150912,Andrew,Centro,Embajadores,40.41117,-3.70399,Private room,40,2,8,2018-06-29,0.13,1,159
521004,APART. CONDE DUQUE DECO CD2 4 PAX,2516266,Rinanfe 94 SL,Centro,Universidad,40.42849,-3.7083,Entire home/apt,70,2,34,2019-05-27,0.44,10,224
521162,Cozy apartment in Madrid center,2561320,Raúl,Centro,Embajadores,40.41289,-3.70065,Entire home/apt,85,2,58,2018-07-15,0.73,9,1
521329,Nice&perfect location singel room,2563986,Elena,Chamartín,Hispanoamérica,40.45783,-3.68791,Private room,30,30,0,,,4,199
521367,Penthouse with terrace in SOL-WIFI,2564339,Alfonso & Guillermo,Centro,Sol,40.41595,-3.70281,Entire home/apt,67,3,99,2019-06-26,1.19,11,123
522563,Beautiful loft in downtown Madrid,1652272,Xuan,Centro,Palacio,40.41041,-3.71092,Entire home/apt,75,2,77,2019-06-16,1.31,2,335
524003,NEXT TO PLAZA MAYOR STATELY BUILDNG,2576044,Angel,Centro,Embajadores,40.41273,-3.70154,Private room,65,2,333,2019-07-01,4.04,1,314
526162,Single room in shared flat. Central,2249249,David,Retiro,Pacífico,40.40495,-3.6749,Private room,19,2,1,2012-08-04,0.01,1,0
526513,Sol.  Your home in Madrid´s Heart,1134989,Rut Y Óscar,Centro,Sol,40.41702,-3.70744,Entire home/apt,39,2,449,2019-07-02,5.22,1,327
531677,Bright room in the Gran Via!!!!,2613319,David,Centro,Universidad,40.42216,-3.70123,Private room,34,2,469,2019-07-02,5.67,1,102
531854,Cozy GRAN VIA PENTHOUSE WiFi A/C,2569497,Elena,Centro,Universidad,40.42323,-3.7065,Entire home/apt,55,2,444,2019-06-26,5.22,2,299
533450,Apartment in the center of Madrid,2619962,Mauricio,Centro,Cortes,40.41337,-3.70013,Private room,24,1,362,2019-06-22,4.25,1,171
536574,Junior Rent,447969,Javier,Arganzuela,Delicias,40.39465,-3.69329,Entire home/apt,70,3,3,2015-10-14,0.06,1,0
537234,Single Naranja en casa de artista,2638528,Miguel,Arganzuela,Palos de Moguer,40.40119,-3.69141,Private room,22,1,9,2017-07-09,0.11,2,190
538073,STUDIOS CONDE DUQUE DECO,2516266,Rinanfe 94 SL,Centro,Universidad,40.42904,-3.70846,Entire home/apt,55,2,10,2018-08-26,0.13,10,252
540774,DUPLEX CONDE DUQUE DECO 6 PAX 4B,2516266,Rinanfe 94 SL,Centro,Universidad,40.42757,-3.708,Entire home/apt,90,2,30,2018-11-21,0.39,10,186
540937,MELROSEPIES APARTMENT / CITY CENTRE,2659070,Ana,Centro,Embajadores,40.41019,-3.70201,Entire home/apt,56,2,218,2019-06-23,2.55,3,63
541406,Enjoy madrid with all your family,2661721,Tony,Ciudad Lineal,Costillares,40.46927,-3.66467,Entire home/apt,300,5,0,,,1,0
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,Rocio,Chamartín,Hispanoamérica,40.45762,-3.67669,Private room,23,2,34,2018-09-23,0.46,2,130
544743,Piso Centrico en Arguelles,2678743,Ramón,Chamberí,Arapiles,40.43568,-3.70753,Entire home/apt,100,1,9,2019-07-07,0.71,1,361
545174,MADRID - MONCLOA ,2680319,Paula,Chamberí,Gaztambide,40.43533,-3.7128,Entire home/apt,40,1,4,2015-06-30,0.06,1,0
548212,Single room with private bathroom,2709614,Maite,Moncloa - Aravaca,Argüelles,40.42599,-3.71691,Private room,38,3,60,2018-07-01,0.74,1,312
548995,CHIC and CENTRAL apartment +WIFI,2673517,Sylvia,Retiro,Ibiza,40.41813,-3.67742,Entire home/apt,90,5,133,2019-07-02,1.63,1,137
549483,Puerta del Sol: It´s Perfect!!!!,1091014,Carlos Joaquín,Centro,Cortes,40.41451,-3.70359,Entire home/apt,99,3,33,2019-07-07,0.40,4,353
549664,SPACIOUS ROOM WITH BATHROOM,2702003,Arancha,Villa de Vallecas,Casco Histórico de Vallecas,40.37081,-3.61397,Private room,50,7,1,2015-04-21,0.02,1,89
551966,YOUR HOME IN THE HEART OF MADRID,2659765,Inma,Centro,Embajadores,40.40818,-3.70351,Entire home/apt,65,30,216,2019-06-03,2.56,1,38
552183,Nice apartment. historic center Mad,2713304,Belén,Centro,Cortes,40.41411,-3.6981,Private room,30,2,224,2019-07-07,2.62,1,343
557402,centrico a 5 minutos de plaza mayor,2740430,Marilu,Centro,Embajadores,40.40808,-3.71001,Private room,35,1,1,2019-06-28,1,1,364
558690,Bº Salamanca -5pax -3bedrooms - 2wc,2747005,Maribel,Salamanca,Goya,40.42331,-3.66955,Entire home/apt,105,5,63,2019-05-20,0.90,3,312
560941,Serrano apartment,596469,Gabriel Avalos,Salamanca,Recoletos,40.42314,-3.68952,Entire home/apt,100,5,22,2019-06-11,0.31,30,336
561149,Beautiful rooms Madrid with garden,1718458,Juan,Arganzuela,Chopera,40.39425,-3.69645,Private room,30,4,8,2015-03-22,0.10,16,332
565152,wonderful aparment in lavapies !!,2779192,Wanda,Centro,Embajadores,40.40762,-3.6994,Entire home/apt,57,2,156,2019-06-17,2.56,1,122
566241,LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM,2785251,Susana,Centro,Embajadores,40.40748,-3.69762,Entire home/apt,50,180,30,2014-03-04,0.36,2,341
568190,"Rooms to rent to students,tourists ",2795931,Pilar,Latina,Puerta del Angel,40.40986,-3.72869,Private room,20,2,195,2019-03-07,2.44,1,9
570158,Stanza- Carina,2347489,Jeanet,Chamberí,Rios Rosas,40.4455,-3.70382,Private room,22,2,27,2018-12-02,0.33,1,275
572048,Rooms to rent in a shared flat,1689652,Alfredo,Centro,Universidad,40.42763,-3.70498,Private room,30,3,0,,,1,0
576487,HOUSE IN BARAJAS CLOSE TO AIRPORT AND IFEMA,2312712,Pilar,Barajas,Casco Histórico de Barajas,40.4739,-3.57699,Entire home/apt,78,1,351,2019-07-08,4.27,1,122
578731,"CENTRIC, QUIET, BRIGHT APARTMENT.",2847013,Santiago,Centro,Universidad,40.42535,-3.70751,Entire home/apt,95,2,305,2019-07-08,3.61,5,314
578837,Studio in the heart of Madrid -WIFI,2847360,Sara,Chamberí,Trafalgar,40.43186,-3.70346,Entire home/apt,60,366,102,2019-01-04,1.24,1,90
580687,In the heart of Madrid.,2857508,Yolanda,Centro,Cortes,40.41361,-3.69715,Entire home/apt,67,2,214,2019-06-21,5.83,1,219
581691,Central Quiet Cozy A/C + WiFi,2864064,Oscar Vanessa Javi,Centro,Embajadores,40.4094,-3.70203,Entire home/apt,34,1,306,2019-06-30,3.62,23,0
588382,Apartment in the center of Madrid,2902269,Ane,Centro,Embajadores,40.41169,-3.70166,Entire home/apt,190,2,5,2014-05-19,0.07,1,0
588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,Ana,Centro,Palacio,40.41601,-3.71011,Entire home/apt,165,4,51,2019-06-09,0.88,1,44
590710,Single/Double private room,2913511,Amparo,Usera,San Fermín,40.36701,-3.68667,Private room,30,7,52,2019-06-04,0.63,2,179
594298,"Great Design, Views and Location",153391,Fernando,Centro,Sol,40.41871,-3.70607,Entire home/apt,105,1,366,2019-06-23,4.44,6,81
595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,Teresa,Carabanchel,Comillas,40.39729,-3.71447,Private room,24,2,19,2019-06-26,0.23,1,193
597038,Golden Mile. Posh duplex. Grand views. Five Stars.,2952250,Sofía,Retiro,Jerónimos,40.41876,-3.68852,Entire home/apt,155,2,114,2018-04-04,1.49,2,8
598771,Atocha Attic - Unbeatable Location,2678039,Miguel,Arganzuela,Palos de Moguer,40.40588,-3.69631,Entire home/apt,85,3,66,2019-07-04,0.90,1,284
599134,Cosy Plaza Mayor apartment in central Madrid,1567773,Lara,Centro,Sol,40.41432,-3.70656,Private room,30,30,7,2017-12-05,0.08,1,90
599977,CENTRAL STUDIO FLAT,2960080,Pietro,Centro,Universidad,40.42469,-3.7088,Entire home/apt,37,2,357,2019-06-23,4.24,9,174
600476,Sunny loft in Gran Vía / Chueca,2184051,Emilio,Centro,Justicia,40.4201,-3.70105,Entire home/apt,75,1,443,2019-06-22,5.33,4,310
603958,Beautiful apartment  - near GranVía,2376101,Apartamentos CalleCultura,Centro,Universidad,40.42575,-3.70844,Entire home/apt,85,4,3,2017-11-11,0.07,3,296
604150,El Rincón de Serrano,2990747,Raúl,Salamanca,Castellana,40.4314,-3.68543,Entire home/apt,110,6,2,2013-09-19,0.03,1,314
604395,501-ROOM WITH KEY CENTER 15 MIN,2991670,Julian,Salamanca,Guindalera,40.43547,-3.66974,Private room,19,4,50,2019-05-22,0.73,10,204
604632,habitacion luminosa madrid-centro,2993477,Luna,Tetuán,Berruguete,40.45721,-3.70383,Private room,23,1,35,2019-06-03,0.70,3,365
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,Ivaylo,Latina,Lucero,40.40883,-3.74118,Private room,19,2,143,2019-07-01,1.72,2,82
605697,Studio ideal for students,2999728,Carlos,Arganzuela,Palos de Moguer,40.40402,-3.69002,Entire home/apt,25,7,11,2014-08-05,0.13,1,0
606923,Habitación+baño+cocina privada -Aravaca - Madrid,2581715,Myriam,Moncloa - Aravaca,Aravaca,40.45121,-3.78515,Private room,24,2,10,2019-06-11,1.40,1,84
607548,Attic with views and large Terrace,3010452,Aurora,Puente de Vallecas,Palomeras Bajas,40.39224,-3.66378,Private room,45,2,3,2014-04-21,0.04,1,0
608742,Central and quiet.,3017315,Cristina,Centro,Palacio,40.41706,-3.70948,Entire home/apt,65,3,404,2019-07-01,4.79,5,22
610675,"Beautiful attic, best location.",2174652,María,Centro,Sol,40.41794,-3.70126,Entire home/apt,70,3,7,2015-08-17,0.08,1,0
616027,"Quiet room well located, Av.America",3053021,Sonia,Chamartín,Prosperidad,40.44098,-3.67715,Private room,23,1,74,2018-09-19,0.90,1,0
618406,Modern Loft Duplex in Madrid near of Metro & Park,3062041,Luis,Villa de Vallecas,Santa Eugenia,40.38263,-3.61486,Entire home/apt,60,3,97,2019-06-11,1.17,1,259
618576,Puerta del Sol - Palacio Real.,3017315,Cristina,Centro,Palacio,40.41715,-3.71054,Entire home/apt,70,3,263,2019-07-06,3.17,5,42
623463,"Estudio en Plza de España, en c/ Princesa. Turismo",1722353,Talia,Moncloa - Aravaca,Argüelles,40.42542,-3.71261,Entire home/apt,48,28,47,2019-06-19,1.62,1,29
625566,DUPLEX AT MADRID CENTER WITH POOL,2773350,Ainhoa,Arganzuela,Acacias,40.40415,-3.70411,Entire home/apt,60,2,25,2017-01-02,0.34,1,0
627873,Chic & Cool Loft,3117754,Natalia,Chamberí,Trafalgar,40.43086,-3.7027,Entire home/apt,140,2,184,2019-01-06,2.21,3,200
628394,Luxurious duplex (3 floors) in Sol,3121587,Ixchel,Centro,Sol,40.41653,-3.70308,Entire home/apt,250,1,60,2019-06-23,0.72,4,143
634674,Double (Website hidden by Airbnb) Veracruz.Central,1622964,Eva,Centro,Sol,40.41591,-3.70231,Private room,70,1,16,2019-05-28,0.20,2,351
642863,"Malasaña, Madrid, private room",3214130,Gloria,Centro,Universidad,40.4232,-3.70441,Private room,45,4,40,2019-06-05,0.50,3,0
642902,Gran Castellana Lux,368907,Miguel,Chamberí,Rios Rosas,40.44153,-3.69457,Entire home/apt,197,3,25,2019-06-16,0.35,3,158
643471,CHEAP & NICE B&B IN MADRID CENTRE,3290138,Juan Jesus,Centro,Embajadores,40.41383,-3.70515,Private room,20,3,53,2018-05-16,0.75,2,0
644592,231 -  ROOM FOR TWO WITH WIFI,2991670,Julian,Salamanca,Guindalera,40.43545,-3.67156,Private room,16,1,43,2019-06-04,0.52,10,258
644603,Room for two in centric zone with wifi,2991670,Julian,Salamanca,Guindalera,40.43404,-3.67119,Private room,22,4,44,2019-04-28,0.53,10,159
644656,Room NEXT TO THE METRO!!,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.4246,-3.63936,Private room,25,7,0,,,2,360
644749,New great apartment Madrid Center.,3227035,Gonzalo,Tetuán,Cuatro Caminos,40.45241,-3.69905,Entire home/apt,100,1,175,2019-07-09,2.53,1,2
645399,BEDROOM & BREAKFAST IN MADRID,3229037,Sahory Ybeth,Ciudad Lineal,Concepción,40.43793,-3.6519,Private room,25,2,6,2015-10-12,0.10,1,0
645934,Fantastic B&B beside the Opera,3235676,Ana,Centro,Palacio,40.42084,-3.71247,Private room,70,3,98,2019-07-01,1.19,1,191
647207,pequeño loft Plaza  Legazpi Madrid,3244793,Lorenzo,Arganzuela,Legazpi,40.38994,-3.69309,Entire home/apt,39,3,304,2019-06-30,3.70,1,240
647376,LA LATINA AMAZING NEIGHBORHOOD !!,1091014,Carlos Joaquín,Centro,Embajadores,40.41291,-3.70686,Entire home/apt,125,3,11,2019-05-12,0.15,4,342
653582,Big nice fresh room @ La Latina,130502,Patricia,Centro,Embajadores,40.40886,-3.70444,Private room,19,5,1,2013-01-03,0.01,3,117
655514,Room for one or two people,3226403,Lili,Ciudad Lineal,Pueblo Nuevo,40.42474,-3.64048,Private room,30,1,0,,,2,360
656520,"Studio in Lavapies , Madrid",1375487,Juan Carlos,Centro,Embajadores,40.40863,-3.7042,Entire home/apt,65,5,24,2019-02-22,0.29,1,342
659887,Habitación amplia y comoda centro Madrid,3329487,Nicolás,Retiro,Pacífico,40.40416,-3.68172,Private room,29,14,5,2018-12-30,0.13,2,238
661688,Habitacion 4,845399,Daniel,Centro,Universidad,40.42274,-3.70298,Private room,30,1,85,2019-05-05,1.03,12,365
663761,"helles Zimmer, ruhig, komfortabel..",3352121,Fran&Joni,Villa de Vallecas,Casco Histórico de Vallecas,40.37254,-3.62278,Private room,22,1,4,2015-12-06,0.08,1,0
668753,Sunny bdm. One of Madrid best areas,3385307,Iguacel,Chamberí,Trafalgar,40.43143,-3.70215,Private room,45,4,78,2019-06-30,1.11,2,362
676566,Up to 4 people flat central Madrid,3317937,Félix,Retiro,Pacífico,40.40392,-3.68147,Entire home/apt,75,3,82,2019-06-30,1.03,1,190
678413,LOVELY & BOHEMIAN IN MADRID HEART,3451933,Andrea,Centro,Embajadores,40.40567,-3.7031,Entire home/apt,70,5,22,2019-02-16,0.27,1,363
678732,GRANDE - 3 HAB ★ CENTRO ★ WIFI ★ AC,2417075,Alejandro Y Nelia,Chamberí,Trafalgar,40.43302,-3.70336,Entire home/apt,149,1,298,2019-06-18,3.75,4,305
680784,Habitacion Madrid Centro MUY BIEN SITUADO!,3466426,Pedro,Centro,Universidad,40.42242,-3.7059,Private room,45,3,6,2019-02-02,0.08,1,344
681336,Central family friendly apartment,3469687,Jose,Moncloa - Aravaca,Argüelles,40.4292,-3.71778,Entire home/apt,80,2,20,2019-03-18,0.24,1,0
682651,Se alquilan habitaciones en Madrid,845399,Daniel,Centro,Universidad,40.42228,-3.70422,Private room,100,1,64,2019-06-01,0.80,12,365
683208,Four bedroom modern apartment in Madrid,9228673,Home At Homes,Salamanca,Lista,40.43302,-3.67725,Entire home/apt,210,5,51,2019-06-05,0.64,16,218
683401,ROOM FOR STUDENT,3483233,Maria,Puente de Vallecas,Numancia,40.3973,-3.66253,Private room,25,2,5,2018-12-14,0.34,3,221
683969,I share my flat.Two (Website hidden by Airbnb) .,3487329,KMitocondria,Carabanchel,Puerta Bonita,40.37754,-3.74276,Entire home/apt,20,1,1,2015-08-26,0.02,1,0
684564,"ROYAL PALACE, OPERA, PLAZA MAYOR, LATINA, SOL",1941314,Xavier,Centro,Palacio,40.41853,-3.70927,Entire home/apt,99,2,133,2019-07-04,1.88,1,84
685152,house-hotel,3494012,Farah Maria,Hortaleza,Pinar del Rey,40.46776,-3.65147,Entire home/apt,155,2,56,2019-06-30,1.39,3,322
686041,Lovely room for relax in Madrid,3508577,Eva,Hortaleza,Valdefuentes,40.49129,-3.64937,Private room,40,1,11,2019-06-08,0.21,1,360
688795,PENTH. MODERN PLAZA MAYOR VIEW,1732442,Anouk,Centro,Sol,40.41703,-3.70656,Entire home/apt,75,2,102,2019-06-13,1.27,12,354
689099,Lujo a tu alcance,3357259,Mercedes,Ciudad Lineal,Costillares,40.47546,-3.67267,Private room,40,1,15,2017-12-22,0.18,1,119
691458,Habitación doble  luminosa,655088,Elsa,Arganzuela,Delicias,40.40047,-3.69574,Private room,37,2,21,2018-10-21,0.42,2,7
