id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22312525,functional studio in Lavapies  neighborhood,118563251,Erick,Centro,Embajadores,40.41109,-3.70232,Entire home/apt,25,2,110,2019-06-24,5.91,3,73
22314146,Doppelzimmer in Madrid in zentraler Lage,163132812,Michael,Arganzuela,Acacias,40.40379,-3.70245,Private room,29,13,5,2018-08-26,0.27,2,26
22314456,Habitación para dos personas en Madrid Centro,23714327,Marisa,Centro,Universidad,40.42145,-3.70469,Private room,70,2,6,2019-06-23,0.36,1,0
22315680,Uber Chic Cozy in Heart of Madrid Chueca 5*,157229941,Sweet Inn,Centro,Justicia,40.42399,-3.69559,Entire home/apt,70,2,25,2019-06-17,1.35,21,156
22316032,Chic & Sunny Designer - Best Experience in Callao,157229941,Sweet Inn,Centro,Universidad,40.42381,-3.70521,Entire home/apt,70,2,21,2019-05-12,1.13,21,153
22316138,Great 2 bd apartment in Callao Madrid City Center!,6039674,Margarita,Centro,Palacio,40.42103,-3.70732,Entire home/apt,67,6,19,2019-06-20,1.31,2,327
22317034,GRAN VIA IX,1408525,Mad4Rent,Centro,Universidad,40.42375,-3.70407,Entire home/apt,110,3,1,2019-06-02,0.77,56,258
22317632,ELEGANT RETREAT | GRAN VIA - FAST WIFI,163158787,Alberto,Moncloa - Aravaca,Argüelles,40.43006,-3.7203,Entire home/apt,66,2,69,2019-07-01,3.68,1,184
22317943,Apartamento *NUEVO* para 8 a 5 min de Plaza Mayor,131660959,Lucía,Centro,Embajadores,40.41075,-3.7023,Entire home/apt,120,1,44,2019-07-02,3.64,1,231
22318252,Best location in the heart of Madrid.,158063199,Javier,Centro,Palacio,40.41825,-3.71101,Private room,49,3,48,2019-06-24,2.81,2,356
22320792,Giselle’s room in Madrid,149500884,U,Chamberí,Gaztambide,40.43838,-3.71718,Private room,25,1,0,,,1,0
22320881,Attic with terrace in Fuencarral/Gran Vía Street!,162922596,Zuleika,Centro,Justicia,40.42084,-3.70039,Entire home/apt,66,1,113,2019-06-25,6.17,1,7
22323943,Lindo y como apartamento.,45979786,Mig,Retiro,Pacífico,40.40507,-3.67381,Entire home/apt,30,3,1,2018-05-07,0.07,2,0
22324147,Acogedor apartamento a pocos pasos de Gran Vía,51564174,Álvaro & Tatiana,Centro,Universidad,40.42433,-3.70608,Entire home/apt,50,2,7,2019-06-16,0.48,50,304
22324653,Alquiler de habitación individual amueblada,163211129,Ruth,Ciudad Lineal,Pueblo Nuevo,40.43514,-3.64275,Private room,28,5,6,2019-06-01,0.33,1,346
22325268,Suite acogedora en Chamberí,34961212,Andrea,Chamberí,Arapiles,40.43437,-3.70885,Private room,49,2,4,2018-04-16,0.23,1,8
22331752,Velázquez DOWNTOWN Centro Retiro Madrid,27526991,Leticia Y Fer,Salamanca,Recoletos,40.42881,-3.6853,Entire home/apt,149,1,18,2019-07-07,0.99,43,155
22332008,Sunny terrace apartment in city center,77313048,Jeldrik,Centro,Embajadores,40.40986,-3.70679,Entire home/apt,100,4,1,2018-04-01,0.06,1,0
22332323,CASA GRANDE Y ACOJEDORA!!PLAZA ESPAÑA!!!!,2419618,Luis,Centro,Palacio,40.42236,-3.71034,Entire home/apt,198,2,2,2019-04-14,0.17,8,180
22332864,LATINA VII,1408525,Mad4Rent,Centro,Embajadores,40.41166,-3.70789,Entire home/apt,77,7,5,2019-04-26,0.46,56,303
22333011,Museos de Madrid y Atocha - 6 personas,122824273,Babile Gestión,Centro,Cortes,40.41085,-3.6959,Entire home/apt,130,2,35,2019-07-07,2.16,4,122
22335995,"Room with double and single bed - Chueca, Madrid",35575308,Mario,Centro,Justicia,40.4212,-3.69729,Private room,35,1,32,2019-07-08,1.72,15,9
22336334,Malasaña Centric - MADFlats Collection,112373304,Daniel,Centro,Universidad,40.42873,-3.70414,Entire home/apt,98,1,4,2019-03-11,0.25,44,339
22336802,Moderno y tranquilo cerca de Atocha y el Retiro,121980622,Lola,Retiro,Pacífico,40.40404,-3.67616,Entire home/apt,59,5,70,2019-06-21,3.78,34,110
22336836,Linda habitación en madrid,87307761,Carla,Ciudad Lineal,Pueblo Nuevo,40.43198,-3.63372,Private room,19,2,0,,,1,1
22337052,Double bed & trundle bed (private bathroom),35575308,Mario,Centro,Justicia,40.42155,-3.69735,Private room,35,1,60,2019-07-04,3.23,15,8
22337312,Lovely decorated loft in Madrid City Center,163316548,Ricardo,Centro,Embajadores,40.40775,-3.70323,Entire home/apt,45,3,0,,,2,46
22337605,Room with single bed,35575308,Mario,Centro,Justicia,40.42117,-3.69866,Private room,25,1,51,2019-06-26,2.82,15,9
22337929,Room with double bed,35575308,Mario,Centro,Justicia,40.42102,-3.69796,Private room,35,1,26,2019-06-26,1.67,15,9
22338475,Un paraíso de luz y modernidad en La Latina,16666103,Sergio,Centro,Embajadores,40.41354,-3.70558,Entire home/apt,90,2,119,2019-06-26,6.35,7,248
22339855,Calm Double room near Retiro Park center of Madrid,85095790,Ignacio,Retiro,Ibiza,40.41758,-3.67267,Private room,39,1,4,2018-01-28,0.22,1,0
22340376,Miniapartamento en el centro de madrid,163339990,Oussama,Ciudad Lineal,Quintana,40.43285,-3.65425,Entire home/apt,40,1,31,2018-06-25,1.67,1,0
22340772,Downtown single room in 3 room apartment,71137764,Nina,Ciudad Lineal,Concepción,40.43315,-3.657,Private room,17,100,11,2019-06-26,0.62,7,280
22341086,"Luminosa habitación exterior en Madrid Rio,",99433331,Eduardo,Latina,Cármenes,40.40559,-3.72551,Private room,29,2,3,2018-12-09,0.20,2,0
22341094,Amazing room in Malasaña,43217904,Tiare,Centro,Universidad,40.42552,-3.70684,Private room,30,7,3,2018-09-04,0.16,1,0
22342124,Nice Apartment Royal Palace,163343628,Ronny,Centro,Palacio,40.41332,-3.71157,Entire home/apt,99,1,84,2019-07-08,5.04,2,239
22342207,ZURI -Madrid Centro WiFi,162651402,Izabella,Centro,Embajadores,40.40874,-3.69921,Entire home/apt,75,2,68,2019-06-19,3.67,2,161
22342492,STUNNING CHIC 2 BEDROOM IN THE ROYAL PALACE AREA,42149444,Helena,Centro,Palacio,40.41216,-3.71122,Entire home/apt,150,2,37,2019-06-15,2.14,2,98
22348704,BUHARDILLA 2  CENTRO  SOL OPERA 2 PERS WIFI,137955650,Javier,Centro,Palacio,40.41644,-3.70923,Entire home/apt,44,1,109,2019-07-02,5.86,5,275
22350554,Room in confortable flat Avda. América tube stn.,49633609,Justina,Chamartín,Prosperidad,40.44001,-3.67599,Private room,25,2,24,2019-06-28,1.31,1,134
22350654,Cozy apartment close to Plaza Mayor,79270721,Dayana,Centro,Embajadores,40.41203,-3.7059,Entire home/apt,78,1,6,2019-03-19,0.55,6,313
22352254,CAVA ALTA - NEW Charming cozy LaLatina,2864064,Oscar Vanessa Javi,Centro,Palacio,40.41318,-3.71065,Entire home/apt,49,1,67,2019-06-21,3.70,23,210
22352494,Habitación Chamberi Metro Quévedo.,161283576,Cristofer  Bedoya,Chamberí,Trafalgar,40.43426,-3.70238,Private room,14,2,10,2019-06-19,0.55,4,319
22352884,Embajadores 62,152196443,Mauricio,Centro,Embajadores,40.40686,-3.70451,Private room,25,1,74,2019-06-21,3.95,1,68
22352931,Cozy W/ Terrace - Nuevos Ministerios - Bernabeu,163447801,Gloria,Tetuán,Cuatro Caminos,40.45094,-3.6996,Entire home/apt,78,4,35,2019-07-05,1.88,1,295
22353390,"2 dormitorios cerca de Aeropuerto, IFEMA y Centro",162633608,Paloma,Hortaleza,Apostol Santiago,40.47918,-3.66383,Private room,26,1,19,2019-07-07,1.01,1,0
22353726,Piso típico para 1 o 2 en Lavapiés,163453049,Kathryn,Centro,Embajadores,40.40666,-3.69996,Entire home/apt,25,2,2,2018-01-05,0.11,1,0
22354625,GENUINE | MODERN FLAT HEART OF MADRID+WIFI & A/C,106491123,Antonio,Centro,Embajadores,40.41374,-3.70465,Entire home/apt,84,2,92,2019-06-23,4.93,7,284
22354751,Madrid-Atocha: vistas al Botánico para2-4 personas,2048738,Lupe,Retiro,Jerónimos,40.4094,-3.69003,Entire home/apt,110,2,78,2019-07-08,4.42,1,100
22355241,ART FLOW ARENAL STUDIO,46578624,Belen,Centro,Sol,40.41767,-3.70748,Entire home/apt,55,2,114,2019-07-08,7.02,1,136
22356881,FANTÁSTICO APARTAMENTO EN EL CENTRO,162142314,Patricia,Centro,Palacio,40.42127,-3.70833,Entire home/apt,200,3,33,2019-06-22,1.78,1,165
22357892,Apartment Plaza Provincina (next to Plaza Mayor),106824893,Carlos,Centro,Sol,40.41625,-3.70594,Entire home/apt,105,1,8,2019-06-02,1.12,1,0
22359078,"APARTAMENTO, MADRID, CENTRO,  WI-FI , HBO",163491174,Poly,Carabanchel,Puerta Bonita,40.38654,-3.72934,Entire home/apt,45,3,66,2019-06-24,3.56,1,307
22363433,LEEWAYS APARTMENT in INFANTAS,107141654,Leeways,Centro,Justicia,40.422,-3.69938,Entire home/apt,150,1,60,2019-07-02,3.36,64,170
22365697,"Spectacular family apartment in Salesas, Madrid",32046323,Juan,Centro,Justicia,40.42237,-3.69208,Entire home/apt,387,30,0,,,87,159
22366327,Fuencarral City Center,54310958,Be Mate,Centro,Universidad,40.42113,-3.70132,Entire home/apt,112,2,15,2019-06-26,0.81,49,90
22369829,habitación para 2,50842209,Daily,Puente de Vallecas,Numancia,40.39819,-3.66732,Private room,13,3,1,2017-12-27,0.05,1,0
22372079,NEW Comfy 1 private BDRM in Salamanca close to IE,506791,Giorgio,Salamanca,Lista,40.43657,-3.67873,Private room,50,3,0,,,1,0
22372685,"APARTAMENTO ACOGEDOR, COMODO Y CENTRICO.",6457225,Moises,Arganzuela,Palos de Moguer,40.40297,-3.69723,Entire home/apt,45,3,0,,,1,0
22373063,Best Location! Cute! Balcony with sights! WIFI,145991627,Ivan Y Carol,Centro,Sol,40.41581,-3.70363,Entire home/apt,73,1,74,2019-06-26,3.97,3,254
22381268,LAS VICTORIAS,1408525,Mad4Rent,Centro,Universidad,40.42297,-3.70219,Entire home/apt,95,3,5,2018-06-04,0.29,56,291
22381438,Habitación pequeña cama amplia 1m20 muy cómoda.,161283576,Cristofer  Bedoya,Chamberí,Trafalgar,40.43216,-3.70298,Private room,12,1,47,2019-06-23,2.55,4,335
22384390,Apartamento acogedor en Madrid Río,135124002,Vanessa,Carabanchel,Comillas,40.39471,-3.70994,Private room,26,1,1,2017-12-23,0.05,1,0
22387931,"Un piso cálido, acogedor y céntrico",163726768,Ana,Salamanca,Goya,40.42825,-3.67754,Entire home/apt,70,2,67,2019-06-30,3.68,1,17
22389560,Habitacion en Bernabéu.,160173328,Beatriz,Chamartín,Hispanoamérica,40.45319,-3.68436,Private room,55,2,37,2019-01-21,2.04,1,172
22393180,Bright design apartment in the heart of Madrid,32736954,Luis,Arganzuela,Chopera,40.39691,-3.69822,Private room,100,4,3,2019-04-19,0.19,1,291
22393602,Room in the center of Madrid,147527617,Pau,Centro,Justicia,40.42714,-3.70049,Private room,30,1,1,2019-07-10,1,2,84
22393855,Warm and cozy in the heart of Madrid,9885245,My Mad Madrid,Centro,Universidad,40.4235,-3.706,Entire home/apt,55,1,91,2019-07-07,4.95,37,324
22394548,HABITACIÓN PRIVADA NOVICIADO,162105875,Fernando,Centro,Universidad,40.42622,-3.7067,Private room,90,2,0,,,3,100
22395407,DOBO ROOMS MONCLOA,133056146,Dobo Rooms,Chamberí,Gaztambide,40.4338,-3.71655,Entire home/apt,160,1,8,2019-05-11,0.66,30,164
22400137,Joan's The Tiniest Corrala Studio in Lavapiés,162298612,Joan,Centro,Embajadores,40.40674,-3.69839,Entire home/apt,39,1,38,2019-06-09,2.10,2,83
22400805,Habitacion cerca a Nuevos Ministerios,151156487,Jornet Gabriela,Chamberí,Rios Rosas,40.44561,-3.69729,Private room,30,1,0,,,1,0
22401318,Moderno apartamento a estrenar - WINDROSE 2 -,88589135,Jesús,Latina,Lucero,40.40701,-3.74694,Entire home/apt,48,2,50,2019-07-07,2.69,11,339
22404984,Habitacion con mucha luz,106263371,Byron Rolando,Latina,Aluche,40.3935,-3.74265,Private room,20,3,70,2019-06-07,3.78,8,76
22407193,Cozy and traditional apartment in the city center,10282516,Oscar,Centro,Embajadores,40.41181,-3.69995,Entire home/apt,90,3,76,2019-07-08,4.26,2,28
22409298,Beatiful Apartment in Quevedo (Centre Madrid),40877988,Eduardo Y Raul,Chamberí,Arapiles,40.43496,-3.70451,Entire home/apt,120,1,52,2019-07-05,2.82,54,103
22416848,"Luxury PZA MAYOR/La Latina 2BD* 2BATH*, 6p max",29281033,Álvaro,Centro,Palacio,40.41334,-3.70948,Entire home/apt,118,2,112,2019-06-28,6.06,6,59
22417426,Amazing Flat in City Center of Madrid!,44066038,Eduardo,Salamanca,Lista,40.43211,-3.67627,Entire home/apt,250,2,17,2018-09-04,0.95,2,0
22419630,Madrid Center Gran Via 6 Rooms Apartment.,164155441,Maria Luisa,Centro,Universidad,40.42243,-3.70173,Entire home/apt,140,1,75,2019-07-06,4.32,1,256
22419773,HomeRentalsMadrid Centro ATICO 42 WiFi&AC,5239042,Carlos & Victoria,Centro,Embajadores,40.41015,-3.70152,Entire home/apt,65,3,30,2019-06-25,1.64,20,359
22425639,habitacion para una persona,106263371,Byron Rolando,Latina,Aluche,40.39255,-3.75563,Private room,11,30,6,2019-03-28,0.32,8,90
22427678,Habitación cerca de plaza Castilla,75775385,Nicolas,Tetuán,Valdeacederas,40.46435,-3.69598,Private room,16,7,0,,,1,123
22428923,Plaza de La Latina City Center,54310958,Be Mate,Centro,Palacio,40.41309,-3.71117,Entire home/apt,118,2,14,2019-06-13,0.78,49,22
22429342,LEEWAYS APARTMENT in MANCEBOS,107141654,Leeways,Centro,Palacio,40.41195,-3.71332,Entire home/apt,100,1,85,2019-07-08,4.57,64,161
22430115,PRINCESA DELUXE,1408525,Mad4Rent,Moncloa - Aravaca,Argüelles,40.4291,-3.71537,Entire home/apt,100,3,1,2018-11-25,0.13,56,330
22431033,CASA REINA- Classical with Lift in Sol! 5 rooms,152475297,Chen,Centro,Sol,40.41462,-3.70448,Entire home/apt,149,1,20,2019-07-08,1.29,1,143
22432173,Nuevo y cálido apartamento en Malasaña,2931421,Daniel,Centro,Universidad,40.42888,-3.70421,Entire home/apt,75,2,36,2019-01-27,2.01,10,100
22432362,MADRID´S central apartment,164038723,Resilience,Centro,Embajadores,40.40859,-3.70691,Entire home/apt,40,2,94,2019-07-06,5.15,4,50
22432427,Apartamento Centro Diseño Madrid La Latina Wifi,6306910,Juanma,Centro,Embajadores,40.40979,-3.70383,Entire home/apt,59,3,93,2019-07-05,5.02,1,8
22440118,PASEO DEL ARTE VI 2016,123210997,Dear Guests,Centro,Cortes,40.41432,-3.70001,Entire home/apt,70,3,73,2019-07-07,4.09,5,130
22440903,FREE WiFi Studio Lavapiés Madrid Centro Atocha,27526991,Leticia Y Fer,Centro,Embajadores,40.41109,-3.7016,Entire home/apt,71,1,21,2019-03-30,1.33,43,344
22441337,Línea directa a Gran Vía/Callao/La Latina,82475147,Jorge,Latina,Aluche,40.3853,-3.75303,Shared room,40,1,0,,,1,0
22441812,Duplex Penthouse With Cinema Room & Large Terrace,153102790,Irene,Ciudad Lineal,Pueblo Nuevo,40.43087,-3.64442,Private room,35,2,21,2019-07-08,1.27,2,81
22442149,Cozy and sunny room.,24099435,David,Arganzuela,Delicias,40.39751,-3.69553,Private room,40,3,3,2018-08-28,0.23,4,0
22443198,"Loft tranquilo, con encanto en el centro de Madrid",164424379,Maria Teresa,Centro,Embajadores,40.40942,-3.70022,Entire home/apt,60,2,149,2019-07-07,8.34,1,106
22444534,EXCELENTE APARTAMENTO con PARKING PUERTA DEL SOL,56371885,Jacin,Centro,Sol,40.41979,-3.70406,Entire home/apt,99,1,97,2019-06-17,5.37,3,216
22444626,Boutique Studio next to Puerta del Sol,41990536,James,Centro,Cortes,40.41315,-3.69768,Entire home/apt,128,1,58,2019-01-07,3.57,8,330
22445509,Cozy & Bright loft with terrace in Prado,164445839,Juan J.,Centro,Cortes,40.41492,-3.69386,Entire home/apt,76,2,48,2019-07-01,2.69,1,118
22445765,Elegant Modern Apartment in Downtown Madrid,41990536,James,Centro,Cortes,40.41304,-3.69776,Entire home/apt,129,1,54,2019-05-28,3.32,8,362
22445870,Grand Luxury Suite next to Plaza Mayor,41990536,James,Centro,Cortes,40.41316,-3.69759,Entire home/apt,129,1,93,2019-06-06,5.72,8,315
22445970,Secret Garden in Madrid's Literary District,41990536,James,Centro,Cortes,40.41199,-3.69781,Entire home/apt,128,1,34,2018-11-05,2.09,8,364
22446032,Comfortable and cozy Studio-CHUECA,164453085,Manuel,Centro,Justicia,40.42081,-3.7007,Entire home/apt,65,2,57,2019-06-30,3.20,3,126
22446104,Designers One Bedroom Loft in Downtown Madrid,41990536,James,Centro,Cortes,40.41322,-3.6978,Entire home/apt,128,1,49,2019-06-10,3.01,8,356
22446866,Modern and cozy Studio - CHUECA,164453085,Manuel,Centro,Justicia,40.42182,-3.69923,Entire home/apt,66,2,56,2019-06-29,3.03,3,168
22448040,Habitación privada zona Cuatro Caminos,17964735,Enrique,Tetuán,Bellas Vistas,40.45284,-3.70687,Private room,36,1,71,2019-07-07,4.17,1,175
22449147,Amazing apartment with 10 balconies in Malasaña,164485317,Maria,Centro,Universidad,40.423,-3.70651,Entire home/apt,189,1,68,2019-07-02,3.80,1,301
22449268,Acogedor apartamento compartido en Prosperidad,9097215,Antonio,Chamartín,Ciudad Jardín,40.44643,-3.67107,Private room,45,2,5,2019-06-02,0.56,1,364
22454692,Moderno apartamento a estrenar - WINDROSE 1,88589135,Jesús,Latina,Lucero,40.40851,-3.74692,Entire home/apt,45,2,58,2019-07-01,3.13,11,324
22457280,Expectacular Ático con amplia terraza en Gran Via,38352975,Charo,Centro,Palacio,40.42084,-3.70727,Entire home/apt,110,5,1,2018-02-21,0.06,15,300
22458209,"Apartamento Plaza España, dos dormitorios",38352975,Charo,Centro,Universidad,40.42481,-3.7104,Entire home/apt,100,14,4,2019-06-02,0.27,15,118
22458291,Downtown Madrid Centro Cuatro Caminos FREE WiFi,27526991,Leticia Y Fer,Chamberí,Rios Rosas,40.44522,-3.69575,Entire home/apt,120,1,23,2019-07-07,1.26,43,346
22458464,Habitacion pequeña pero acogedora en Chamberí,66593342,Saadia,Chamberí,Almagro,40.43669,-3.69592,Private room,50,2,0,,,1,0
22458876,Amplia y luminosa habitación,164596482,Pilar,Ciudad Lineal,San Pascual,40.43685,-3.65501,Private room,29,2,20,2019-06-30,1.10,1,128
22458927,Plaza del Ángel City Center,54310958,Be Mate,Centro,Embajadores,40.4129,-3.70069,Entire home/apt,144,2,15,2018-08-16,0.81,49,0
22459756,Living Madrid. Nuñez de Balboa.,164605887,Inverser Siglo XXI,Salamanca,Recoletos,40.42703,-3.68175,Entire home/apt,110,2,59,2019-06-24,3.25,1,104
22460012,Habitación acogedora  en pleno centro,139044696,María,Centro,Justicia,40.42142,-3.69777,Private room,29,1,3,2019-04-28,0.25,1,318
22460222,Wonderful duplex-apartment in Avda. América*IE,15132401,Mercedes,Chamartín,Prosperidad,40.4403,-3.67427,Entire home/apt,83,4,43,2019-06-28,2.45,5,71
22461083,Madrid Rio,138180754,Mehdi,Carabanchel,Comillas,40.39528,-3.70717,Entire home/apt,80,6,0,,,1,0
22462208,Nuñez de Balboa Apartment,596469,Gabriel Avalos,Salamanca,Recoletos,40.42622,-3.68294,Entire home/apt,200,1,10,2019-06-25,0.58,30,316
22462267,Your comfy stay in Madrid,164631393,Andrea,Tetuán,Cuatro Caminos,40.44988,-3.7014,Entire home/apt,110,2,3,2018-12-26,0.37,2,186
22464399,Single room in Madrid city-Champions League Final,16310133,Daniel,Fuencarral - El Pardo,Peñagrande,40.48117,-3.71608,Private room,85,1,5,2019-01-27,0.35,2,0
22464562,Cozy. Fully equipped. Excellent communications.,3253265,Ricardo,Arganzuela,Acacias,40.40069,-3.7005,Entire home/apt,68,3,62,2019-06-25,3.35,1,85
22464990,Habitación cerca del Wanda,163535240,Mar,Ciudad Lineal,Pueblo Nuevo,40.42982,-3.63556,Private room,260,1,27,2019-04-28,1.49,2,9
22469745,APARTAMENTO CÉNTRICO - PUERTA DEL SOL,164713866,Marta,Centro,Sol,40.41691,-3.70234,Entire home/apt,50,1,104,2019-06-17,5.64,6,41
22473955,"Quiet apartment in ""El barrio de las Letras""",121980622,Lola,Centro,Cortes,40.41425,-3.69793,Entire home/apt,49,4,70,2019-07-08,3.83,34,130
22475549,Ático con mucho encanto en Chamberi,164776783,Susana,Chamberí,Trafalgar,40.43656,-3.70037,Entire home/apt,61,3,52,2019-07-08,3.04,1,123
22475760,Luxury in Sol + Jacuzzi,56475338,Tamara,Centro,Sol,40.41735,-3.70389,Entire home/apt,210,2,56,2019-06-27,3.07,2,110
22476972,M (VEL55) Lujoso apartamento Centro-Downtown Madri,100336740,Leticia,Salamanca,Recoletos,40.42759,-3.6838,Entire home/apt,98,1,4,2018-05-13,0.24,32,155
22478326,EUROPA,1408525,Mad4Rent,Tetuán,Cuatro Caminos,40.45162,-3.69533,Entire home/apt,100,3,6,2019-05-24,0.50,56,294
22478937,Bright & Cozy - Retiro Madrid city centre,164811946,Sandra,Retiro,Pacífico,40.40524,-3.67611,Entire home/apt,89,2,44,2019-06-10,2.37,1,114
22479174,Private room in detached house,80975261,Fernando Y Sofia,San Blas - Canillejas,Rejas,40.4493,-3.59401,Private room,37,1,82,2019-06-23,4.54,1,123
22483208,"HABITACIÓN MADRID CENTRO PLAZA MAYOR, OPERA y SOL.",164856630,Alejandra,Centro,Sol,40.41762,-3.70744,Private room,27,2,50,2019-06-21,2.80,1,64
22488271,Madrid de los Austrias,65008890,Gabi,Centro,Palacio,40.41461,-3.7165,Entire home/apt,90,2,18,2019-06-30,1.08,1,142
22490441,Private room in the heart of Madrid,51508976,Álvaro,Centro,Palacio,40.41237,-3.71021,Private room,40,3,31,2019-06-11,1.78,1,86
22491478,Large room in a 19th-century gallery near Sol.,162404105,Eduardo,Centro,Embajadores,40.41065,-3.70488,Private room,30,1,201,2019-07-09,10.94,3,62
22491898,Comfortable room near ESTACION DEL ARTE AND SOL,136207924,Jose,Puente de Vallecas,Palomeras Bajas,40.38982,-3.65561,Private room,17,1,26,2019-06-13,1.41,2,65
22494961,Historic appart. remodeled in the heart of Madrid,9192527,Mercedes,Centro,Sol,40.42004,-3.70595,Entire home/apt,199,4,2,2018-07-14,0.16,1,42
22496335,Apartment + terrace in Madrid Rio,143684693,Eloy,Arganzuela,Imperial,40.41154,-3.71987,Entire home/apt,59,1,72,2019-07-05,3.92,1,36
22496370,"Habitación excelente piso, situación inmejorable",12955322,Ariel,Moncloa - Aravaca,Argüelles,40.43014,-3.71837,Private room,25,4,33,2019-06-28,2.00,3,312
22497047,"Charming room in 19th century gallery, near Sol.",162404105,Eduardo,Centro,Embajadores,40.4108,-3.70677,Private room,30,1,143,2019-07-08,7.79,3,42
22497072,Nice Room Very Near Center Madrid,33906201,Adnan,San Blas - Canillejas,Simancas,40.43964,-3.63022,Private room,37,1,21,2019-07-05,9.84,1,4
22497329,Charming suite in 19th-century galleries near Sol,162404105,Eduardo,Centro,Embajadores,40.41067,-3.70712,Private room,30,1,149,2019-07-04,8.05,3,67
22497528,"Beautiful Views, 1 Bedroom, Wifi & Air Conditioner",16960262,Consuelo,Centro,Palacio,40.41214,-3.71397,Entire home/apt,70,14,19,2019-05-29,1.36,7,295
22511436,piso completo en Madrid rio de 40 metros,159861728,Julio,Carabanchel,Comillas,40.39579,-3.70945,Entire home/apt,45,3,65,2019-07-04,3.97,1,68
22512584,"Los banderines, cozy and lightful apartment",77669516,Mateo,Chamberí,Rios Rosas,40.43914,-3.69685,Entire home/apt,53,2,49,2019-06-16,2.70,1,0
22513500,Madrid Little Room,12132634,Jesus,Salamanca,Guindalera,40.43508,-3.67265,Private room,22,3,3,2018-06-10,0.20,2,68
22513949,ESTUDIO GRAN VIA,165248795,Maho,Centro,Universidad,40.42165,-3.70234,Entire home/apt,40,1,113,2019-07-03,6.29,1,277
22518905,Student room M1 student flat 3 stops to Sol,11560317,Agnes,Latina,Puerta del Angel,40.40898,-3.72573,Private room,15,8,5,2019-06-22,0.28,9,62
22520484,"Explore Lavapiésone's Art Galleries from a Hip, Cozy Flat",8276432,Rutilio Adolfo,Centro,Embajadores,40.40773,-3.70233,Entire home/apt,57,2,92,2019-06-26,5.29,14,78
22521242,"Habitación privada con WC, lavabo y ducha dentro",165343583,Maria,Chamberí,Almagro,40.43543,-3.69472,Private room,55,3,19,2019-06-23,1.09,1,21
22522456,Estudio cerca IFEMA y Aeropuerto.,20609909,Samy,Hortaleza,Pinar del Rey,40.47902,-3.64861,Entire home/apt,35,2,2,2018-01-25,0.11,1,0
22526341,"Cozy Studio in La Castellana, Almagro",8737242,Elisa,Chamberí,Rios Rosas,40.43825,-3.69395,Entire home/apt,55,1,3,2018-03-11,0.18,2,0
22528910,Modern and spacious close to the Santiago Bernabéu,10026212,David,Chamartín,Hispanoamérica,40.45737,-3.68548,Entire home/apt,74,1,32,2019-07-07,1.81,21,125
22529103,DOUBLE ROOM / PUERTA DE TOLEDO / WITH BALCONY,102627910,Adrian,Arganzuela,Imperial,40.40623,-3.71317,Private room,26,1,101,2019-06-17,5.57,2,0
22532179,"Autumn, Cosy & Modern, Hortaleza Street, Madrid",165467697,Wave Autumn Vine,Centro,Justicia,40.42089,-3.69958,Entire home/apt,79,1,100,2019-06-16,5.67,3,64
22536925,Centrical room in the heart of Madrid U,23441165,Andrea,Retiro,Jerónimos,40.41806,-3.6901,Private room,50,1,27,2019-05-27,1.64,24,336
22537565,Centrical room in the heart of Madrid Y,23441165,Andrea,Retiro,Jerónimos,40.41783,-3.68976,Private room,50,1,23,2019-06-24,1.43,24,353
22537662,Centrical room in the heart of Madrid T,23441165,Andrea,Retiro,Jerónimos,40.41773,-3.68978,Private room,100,1,49,2019-07-05,3.02,24,308
22537740,Centrical room in the heart of Madrid L,23441165,Andrea,Retiro,Jerónimos,40.417,-3.69106,Private room,48,1,111,2019-07-03,6.75,24,277
22537779,Centrical room in the heart of Madrid O,23441165,Andrea,Retiro,Jerónimos,40.41621,-3.6906,Private room,50,1,23,2019-07-01,1.40,24,304
22537841,#Céntrica hab en el corazón de Madrid V,23441165,Andrea,Retiro,Jerónimos,40.41673,-3.68906,Private room,50,1,22,2019-07-06,1.34,24,327
22539171,A cozy and beautiful apartment in the city centre,24704429,Alicia,Centro,Universidad,40.42576,-3.70409,Entire home/apt,60,30,6,2019-05-13,0.59,1,54
22539879,ORIGINAL LOFT DUPLEX EN MADRID,3494012,Farah Maria,Tetuán,Valdeacederas,40.46497,-3.70356,Entire home/apt,100,3,43,2019-07-01,2.41,3,321
22540139,Artsy loft in upscale downtown area-Wifi & Netflix,12345399,Eva,Chamberí,Trafalgar,40.43109,-3.69831,Entire home/apt,65,2,50,2019-06-14,3.13,3,47
22541772,Plaza Tirso de Molina City Center I,54310958,Be Mate,Centro,Embajadores,40.41233,-3.70341,Entire home/apt,122,2,47,2019-06-26,2.70,49,60
22541882,Plaza Tirso de Molina City Center II,54310958,Be Mate,Centro,Embajadores,40.41294,-3.70451,Entire home/apt,112,2,36,2019-06-16,1.99,49,80
22542398,Nice little appartment,165597354,Manuel,Chamberí,Gaztambide,40.43178,-3.71207,Entire home/apt,90,1,0,,,1,0
22542701,Legazpi appartment,30344899,Natalia,Arganzuela,Legazpi,40.39075,-3.69388,Entire home/apt,70,3,34,2019-07-08,2.01,1,39
