MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
529174;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;CALLE;NUESTRA SEÑORA DEL VILLAR;6;31014928;
529175;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;CALLE;SANTA FELICIDAD;39;20167532;
529176;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;CALLE;SANTA FELICIDAD;9;11103802;
529177;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;AVENIDA;MARQUES DE CORBERA;54;11103853;
529178;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;AVENIDA;DAROCA;96;20117877;
529180;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;AQUITANIA;7;20140618;
3913509;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;CALLE;LUIS MOYA BLANCO;78;31039812;
529181;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;AVENIDA;GUADALAJARA;4;31030690;
529182;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;ARCOS DE JALON;22;31024172;
529183;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;ARCOS DE JALON;11;31032027;
529185;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;168;20182351;
529186;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;203;AMPOSTA;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;89;11135505;
529187;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;160;31022699;
529188;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;CALLE;FRANCISCO LARGO CABALLERO;4;31031998;
529189;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;70;11107252;
3913511;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;01/02/18;AVENIDA;FRANCISCO JAVIER SAENZ DE OIZA;162;31041492;
529190;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;68;11107251;
529191;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;CALLE;ALBARRACIN;35;11133416;
529192;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;CALLE;JULIAN CAMARILLO;6;20042302;
529193;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;17 A;11139457;
529195;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;AVENIDA;VEINTICINCO DE SEPTIEMBRE;1;11138895;
529196;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;CALLE;SAN ROMUALDO;17;11133898;
529197;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;ALCALA;558;20053045;
529198;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;SAN MARIANO;10;11138066;
529199;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;MUSAS;9;11137360;
529200;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;207;CANILLEJAS;OPERATIVO;;CALLE;MUSAS;11;31036005;
529201;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;ARCENTALES;28;31024129;
529202;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;;CALLE;MIGUEL YUSTE;64;20042736;
529203;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;ARCOS DE JALON;120;31025072;
529204;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;CALLE;CONSERVEROS;11;11135732;
529206;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;202;HELLIN;OPERATIVO;;CALLE;ARCOS DE JALON;59;31032030;
529207;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;CANILLEJAS A VICALVARO;135;20145332;
529209;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;CALLE;BUDAPEST;11;31025052;
529210;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;NIZA;8;31031992;
529211;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;NIZA;9;20119854;
529213;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;;CALLE;FRANCISCO RIOJA;14;20177032;
529214;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;CANAL DE PANAMA;8;11110958;
529215;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;17;11110010;
529216;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;206;REJAS;OPERATIVO;;CALLE;MIJANCAS;3;31009183;
529235;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;154;CONCEPCION;OPERATIVO;;CALLE;JOSE DEL HIERRO;3;20094445;
529251;SITUADO_APARCABICICLETAS;16;HORTALEZA;161;PALOMAS;OPERATIVO;;CALLE;AÑIL;3;31013946;
529252;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;01/03/13;CALLE;MEQUINENZA;16;11137223;
457609;SITUADO APARCABICICLETAS - Av. MONCLOA Nº17;07;CHAMBERI;076;VALLEHERMOSO;OPERATIVO;;AVENIDA;MONCLOA;17;11043015;
528841;Situado aparcabicicletas;16;HORTALEZA;165;APOSTOL SANTIAGO;OPERATIVO;;CARRETERA;ESTACION DE HORTALEZA;11;11122152;
529115;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;;AVENIDA;SAN LUIS;148;11112657;
529144;SITUADO_APARCABICICLETAS;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;CALLE;GALEON;27;11139950;
529153;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;CALLE;MARQUES DE PORTUGALETE;13;11111148;
529159;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;156;SAN JUAN BAUTISTA;OPERATIVO;;CALLE;TREVIANA;1;11111307;
529170;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;153;QUINTANA;OPERATIVO;;CALLE;VIRGEN DEL SAGRARIO;22;11109109;
529179;SITUADO_APARCABICICLETAS;15;CIUDAD LINEAL;151;VENTAS;OPERATIVO;;CALLE;SANTA GENOVEVA;9;20076302;
529184;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;204;ARCOS;OPERATIVO;;AVENIDA;INSTITUCION LIBRE DE ENSEÑANZA;131;11135544;
529194;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;ALCALA;533;20053193;
529205;SITUADO_APARCABICICLETAS;20;SAN BLAS-CANILLEJAS;203;AMPOSTA;OPERATIVO;;CALLE;ALCONERA;2;11134918;
3568804;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;CALLE;FINA DE CALDERON;28;31041201;
3568805;Situado aparcabicicletas;16;HORTALEZA;166;VALDEFUENTES;OPERATIVO;;AVENIDA;SECUNDINO ZUAZO;80;31039636;
3568904;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;AVENIDA;NIZA;63;20107847;
3568905;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;;CALLE;ESTOCOLMO;59;31052864;
3568906;Situado aparcabicicletas;15;CIUDAD LINEAL;155;SAN PASCUAL;OPERATIVO;;AVENIDA;BADAJOZ;76;20089580;
3568908;SITUADO APARCABICICLETAS - C/ BARCELO Nº2;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;2;11005231;
3568910;Situado aparcabicicletas;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;;CALLE;RIOBAMBA;11;20109446;
3568911;Situado aparcabicicletas;21;BARAJAS;211;ALAMEDA DE OSUNA;OPERATIVO;;PASEO;ALAMEDA DE OSUNA;46;31043177;
3568912;Situado aparcabicicletas;16;HORTALEZA;164;PINAR DEL REY;OPERATIVO;;CALLE;NEVADO DEL CUMBAL;2;20155841;
3568913;Situado aparcabicicletas;16;HORTALEZA;163;CANILLAS;OPERATIVO;;GLORIETA;MAR DE CRISTAL;1;31031862;
528289;SITUADOS APARCABICLETAS-CENTRO DEPORTIVO MUNICIPAL ORCASUR;12;USERA;122;ORCASUR;OPERATIVO;;CALLE;MOREJA;28;11081146;
528291;SITUADOS_APARCABICICLETAS-AVENIDA DE ORCASUR 7;12;USERA;122;ORCASUR;OPERATIVO;;AVENIDA;ORCASUR;7;11081101;
528334;SITUADOS_APARCABICICLETAS - BIBLIOTECA JOSÉ HIERRO;12;USERA;127;PRADOLONGO;OPERATIVO;;AVENIDA;RAFAELA YBARRA;43;31012599;
528337;SITUADOS_APARCABICICLETAS - CENTRO CULTURAL ORCASUR;12;USERA;122;ORCASUR;OPERATIVO;;PLAZA;PUEBLO;2;11081298;
528338;SITUADOS_APARCABICICLETAS - CALLE DE CERECINOS 8;12;USERA;126;ZOFIO;OPERATIVO;;CALLE;CERECINOS;8;11085155;
528339;SITUADOS_APARCABICICLETAS - CERCANÍAS ORCASITAS;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;CAMPOTEJAR;24;20155613;
528340;SITUADOS_APARCABICICLETAS - PLAZA DE LA ASOCIACION 1;12;USERA;121;ORCASITAS;OPERATIVO;;PLAZA;ASOCIACION;1;31002588;
528341;SITUADOS_APARCABICICLETAS - CALLE DE TOLOSA 24;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;TOLOSA;24;11080529;
528342;SITUADOS_APARCABICICLETAS - POLIDEPORTIVO MUNICIPAL DE ORCASITAS;12;USERA;126;ZOFIO;OPERATIVO;;AVENIDA;RAFAELA YBARRA;52;11085768;
528343;SITUADOS_APARCABICICLETAS - CAMPO DE FÚTBOL ZOFIO;12;USERA;126;ZOFIO;OPERATIVO;;CALLE;RICARDO BELTRAN Y ROZPIDE;14;20001172;
528344;SITUADOS_APARCABICICLETAS - METRO HOSPITAL 12 DE OCTUBRE;12;USERA;122;ORCASUR;OPERATIVO;;GLORIETA;MALAGA;11;31051197;
528347;SITUADOS_APARCABICICLETAS - INSTALACIÓN DEPORTIVA MUNICIPAL LA CHIMENEA;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;HERMENEGILDO BIELSA;2A;31044454;
528354;SITUADOS_APARCABICICLETAS - CALLE DEL DODGE 2B;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;DODGE;2B;31001086;
528374;SITUADOS_APARCABICICLETAS - JUNTA MUNICIPAL DEL DISTRITO DE USERA;12;USERA;127;PRADOLONGO;OPERATIVO;;CALLE;DOLORES BARRANCO;73;31010491;
528375;SITUADOS_APARCABICICLETAS - AVENIDA DE ORCASUR 60;12;USERA;122;ORCASUR;OPERATIVO;;AVENIDA;ORCASUR;60;31016543;
528536;SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO MESETA DE ORCASITAS;12;USERA;121;ORCASITAS;OPERATIVO;;AVENIDA;POBLADOS;165;31007157;
528537;SITUADOS_APARCABICICLETAS - METRO ALMENDRALES;12;USERA;124;ALMENDRALES;OPERATIVO;;AVENIDA;CORDOBA;21;31008329;
528538;SITUADOS_APARCABICICLETAS - C.D.C. MOSCARDO;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;ANDRES ARTEAGA;3;20026196;
528539;SITUADOS_APARCABICICLETAS - CALLE DE SAN MAXIMO 4;12;USERA;123;SAN FERMIN;OPERATIVO;;CALLE;SAN MAXIMO;4;20075892;
528540;SITUADOS_APARCABICICLETAS - CAMINO DE PERALES 90;12;USERA;123;SAN FERMIN;OPERATIVO;;CAMINO;PERALES;90;31006054;
528541;SITUADOS_APARCABICICLETAS - CALLE DE VILLABONA 4;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;VILLABONA;4;11080136;
528542;SITUADOS_APARCABICICLETAS - COLEGIO PÚBLICO PUERTO RICO;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;GAINZA;22;31012140;
528543;SITUADOS_APARCABICICLETAS - POLIDEPORTIVO MUNICIPAL SAN FERMÍN;12;USERA;123;SAN FERMIN;OPERATIVO;;CALLE;ESTAFETA;2;20025246;
528544;SITUADOS_APARCABICICLETAS - CENTRO SOCIO CULTURAL SAN FERMIN;12;USERA;123;SAN FERMIN;OPERATIVO;;AVENIDA;SAN FERMIN;5;11081679;
528546;SITUADOS_APARCABICICLETAS - PLAZA DE FERNANDEZ LADREDA 1;12;USERA;125;MOSCARDO;OPERATIVO;;PLAZA;FERNANDEZ LADREDA;1;31054307;
528547;SITUADOS_APARCABICICLETAS - METRO USERA;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;AMPARO USERA;47;20148884;
529218;SITUADO_APARCABICICLETAS - PABELLÓN JESÚS ROLLAN;12;USERA;126;ZOFIO;OPERATIVO;;CALLE;AVENA;11;31018932;
528335;SITUADOS_APARCABICICLETAS - METRO USERA;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;MIRASIERRA;35;20113222;
3569013;SITUADO_APARCABICICLETAS - CALLE DE LA SILVINA 9;12;USERA;123;SAN FERMIN;OPERATIVO;24/10/17;CALLE;SILVINA;9;20141685;
3569014;SITUADOS_APARCABICICLETAS - CALLE DE ELISA OCHOA 2;12;USERA;127;PRADOLONGO;OPERATIVO;24/10/17;CALLE;ELISA OCHOA;2;20111866;
461496;SITUADO_APARCABICICLETAS - COLEGIO SAGRADA FAMILIA;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;OBERON;6;20091560;
528274;SITUADO_APARCABICICLETAS - ESCUELA OFICIAL DE IDIOMAS MORATALAZ;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;VALDEBERNARDO;3;11101288;
528277;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO MENENDEZ PIDAL;14;MORATALAZ;145;FONTARRON;OPERATIVO;;CALLE;ENCOMIENDA DE PALACIOS;85;11102750;
528491;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO PIO BAROJA;14;MORATALAZ;146;VINATEROS;OPERATIVO;;CALLE;LUIS DE HOYOS SAINZ;86;11102882;
528493;SITUADO_APARCABICICLETAS - CALLE DE LA HACIENDA DE PAVONES 340;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;HACIENDA DE PAVONES;340;20098170;
528581;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO FONTARRON;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;ARROYO FONTARRON;24;20089612;
528583;SITUADO_APARCABICICLETAS - Colegio Gredos San Diego Moratalaz;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;LUIS DE HOYOS SAINZ;170;20131818;
528587;"SITUADO_APARCABICICLETAS - 
Colegio siglo XXI";14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;LITUANIA;7;20107374;
528588;SITUADO_APARCABICICLETAS - CALLE DE LA HACIENDA DE PAVONES 223;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;HACIENDA DE PAVONES;223;11101305;
528589;SITUADO_APARCABICICLETAS - CALLE DE VALDEBERNARDO 2;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;VALDEBERNARDO;2;11103385;
528596;SITUADO_APARCABICICLETAS - CALLE DEL CAMINO DE LOS VINATEROS 119;14;MORATALAZ;146;VINATEROS;OPERATIVO;;CALLE;CAMINO DE LOS VINATEROS;119;11103241;
528598;SITUADO_APARCABICICLETAS - CALLE DEL CAMINO DE LOS VINATEROS 1;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;CAMINO DE LOS VINATEROS;1;20105644;
528599;SITUADO_APARCABICICLETAS - Junta Municipal;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;FUENTE CARRANTONA;8;20098134;
528600;SITUADO_APARCABICICLETAS - CALLE DE MOLINA DE SEGURA 6;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;MOLINA DE SEGURA;6;20158922;
528601;SITUADO_APARCABICICLETAS - AVENIDA DEL DOCTOR GARCIA TAPIA 47;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;AVENIDA;DOCTOR GARCIA TAPIA;114;11101516;
528605;SITUADO_APARCABICICLETAS - Colegio Público Manuel Sáinz de Vicuña;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;CAMINO DE LOS VINATEROS;104;11101655;
528606;SITUADO_APARCABICICLETAS - CALLE DE LA HACIENDA DE PAVONES 107;14;MORATALAZ;146;VINATEROS;OPERATIVO;;CALLE;HACIENDA DE PAVONES;107;11103041;
528608;SITUADO_APARCABICICLETAS - AVENIDA DEL DOCTOR GARCIA TAPIA 28;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;AVENIDA;DOCTOR GARCIA TAPIA;28;20182059;
528609;SITUADO_APARCABICICLETAS - CALLE DE MARIO CABRE 2;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;MARIO CABRE;2;20158447;
528610;"SITUADO_APARCABICICLETAS - 
IES Carlos María Rodríguez de Valcárcel";14;MORATALAZ;145;FONTARRON;OPERATIVO;;PLAZA;ENCUENTRO;4;11102128;
528611;SITUADO_APARCABICICLETAS - CALLE DE LA FUENTE CARRANTONA 61;14;MORATALAZ;142;HORCAJO;OPERATIVO;;CALLE;FUENTE CARRANTONA;61;31041857;
528612;SITUADO_APARCABICICLETAS - CALLE DE LA FUENTE CARRANTONA 61;14;MORATALAZ;142;HORCAJO;OPERATIVO;;CALLE;FUENTE CARRANTONA;61;31041857;
528614;SITUADO_APARCABICICLETAS - CALLE DE BRUJAS 32;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;BRUJAS;34;31045387;
528615;SITUADO_APARCABICICLETAS - CALLE DE LYON 9B;14;MORATALAZ;142;HORCAJO;OPERATIVO;;CALLE;LYON;9B;31044624;
528616;SITUADO_APARCABICICLETAS - Centro Sociocultural Moratalaz;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;FUENTE CARRANTONA;10C;20098143;
528619;SITUADO_APARCABICICLETAS - CALLE DEL ALCALDE GARRIDO JUARISTI 13;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;ALCALDE GARRIDO JUARISTI;4;20128801;
528620;SITUADO_APARCABICICLETAS - Colegio Santo Angel;14;MORATALAZ;145;FONTARRON;OPERATIVO;;CALLE;ARROYO FONTARRON;201;11102598;
528622;SITUADO_APARCABICICLETAS- Centro Cultural El Torito;14;MORATALAZ;146;VINATEROS;OPERATIVO;;AVENIDA;MORATALAZ;130;20088210;
528623;SITUADO_APARCABICICLETAS -AVENIDA DE MORATALAZ 51;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;AVENIDA;MORATALAZ;51;11101914;
528624;SITUADO_APARCABICICLETAS - CALLE DEL ARROYO DE LA MEDIA LEGUA 51;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;ARROYO DE LA MEDIA LEGUA;51;31022818;
528625;SITUADO_APARCABICICLETAS - CALLE DE LA ENCOMIENDA DE PALACIOS 239;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;ENCOMIENDA DE PALACIOS;239;31043389;
529221;SITUADO_APARCABICICLETAS - IES FELIPE;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;VALDEBERNARDO;1;11101287;
3569052;SITUADO_APARCABICICLETAS- Centro de Apoyo a las Familias CAF 5;14;MORATALAZ;141;PAVONES;OPERATIVO;26/10/17;CALLE;FUENTE CARRANTONA;12;20098146;
528597;SITUADO_APARCABICICLETAS - Colegio Público Francisco de Luis;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;CORREGIDOR RODRIGO RODRIGUEZ;5;31003481;
528604;SITUADO_APARCABICICLETAS - CALLE DEL CORREGIDOR JOSE DE PASAMONTE 17;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;CORREGIDOR JOSE DE PASAMONTE;17;11101526;
528607;SITUADO_APARCABICICLETAS - IES MORATALAZ;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;;CALLE;CORREGIDOR DIEGO DE VALDERRABANO;35;20105401;
528618;SITUADO_APARCABICICLETAS - Colegio Público Real Armada;14;MORATALAZ;145;FONTARRON;OPERATIVO;;CALLE;CORREGIDOR JUAN FRANCISCO DE LUJAN;108;11102295;
225577;Situado Aparcabicicletas ANILLO VERDE CICLISTA (C/ de Portomarín);08;FUENCARRAL-EL PARDO;086;VALVERDE;OPERATIVO;;CALLE;PORTOMARIN;21;31050947;
229683;Situado Aparcabicicletas I.E.S LEONARDO DA VINCI;10;LATINA;107;LAS AGUILAS;OPERATIVO;;CALLE;BLAS CABRERA;90;11068588;
233750;Situado Aparcabicicletas PARQUE ALUCHE;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;VALMOJADO;173;11065168;
236287;Situado Aparcabicicletas CENTRO CULTURAL FERNANDEZ DE LOS RIOS;10;LATINA;104;ALUCHE;OPERATIVO;;CALLE;CAMARENA;57;11065037;
176608;Situado Aparcabicicletas POLIDEPORTIVO MPAL GALLUR (Entrada);10;LATINA;101;LOS CARMENES;OPERATIVO;;CALLE;GALLUR;1;11059060;
176854;Situado Aparcabicicletas POLIDEPORTIVO GALLUR;10;LATINA;101;LOS CARMENES;OPERATIVO;;CALLE;GALLUR;2;20019104;
3569262;Situado Aparcabicicletas PARQUE DE LA CUÑA VERDE (C/ Concejal Fco Jose Jimenez Martin 174);10;LATINA;103;LUCERO;OPERATIVO;;CALLE;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;174;20086599;
178375;Situado Aparcabicicletas CENTRO CULTURAL JOSE LUIS SAMPREDO;10;LATINA;103;LUCERO;OPERATIVO;;CALLE;CASTROSERNA;4;20086999;
179215;Situado Aparcabicicletas CENTRO CONCERTADO COLEGIO LOURDES;10;LATINA;103;LUCERO;OPERATIVO;;CALLE;SAN ROBERTO;8;11064205;
179635;Situado Aparcabicicletas C/SAN LEÓN 3 (Plaza trasera Colegio Lourdes);10;LATINA;103;LUCERO;OPERATIVO;;CALLE;SAN JUAN DE MATA;21;11064128;
181120;Situado Aparcabicicletas Frente al C.P SAN JOSÉ DE CALASANZ;10;LATINA;102;PUERTA DEL ANGEL;OPERATIVO;;CALLE;MARIA DEL CARMEN;62;31052000;
181202;Situado Aparcabicicletas CENTRO COMERCIAL LA ERMITA;10;LATINA;101;LOS CARMENES;OPERATIVO;;PASEO;ERMITA DEL SANTO;66;20075161;
182236;Situado Aparcabicicletas COLEGIO PUBLICO BOLIVIA;10;LATINA;103;LUCERO;OPERATIVO;;CALLE;VILLAVALIENTE;29;11064051;
182617;Situado Aparcabicicletas COLEGIO DIVINO MAESTRO;10;LATINA;103;LUCERO;OPERATIVO;;PASEO;EXTREMADURA;165;11063043;
182945;Situado Aparcabicicletas FRENTE AL PARQUE CARAMUEL (Cerca de la cancha);10;LATINA;102;PUERTA DEL ANGEL;OPERATIVO;;CALLE;CARAMUEL;58;11061206;
184345;Situado Aparcabicicletas SALA DE LECTURA JUNTA MUNICIPAL DE LATINA;10;LATINA;102;PUERTA DEL ANGEL;OPERATIVO;;PASEO;EXTREMADURA;128;11061831;
186977;Situado Aparcabicicletas CENTRO DEPORTIVO MUNICIPAL JOSÉ MARÍA CAGIGAL;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;CALLE;SANTA FE;4;11051984;
187018;Situado Aparcabicicletas CENTRO DEPORTIVO MUNICIPAL LA BOMBILLA;09;MONCLOA-ARAVACA;091;CASA DE CAMPO;OPERATIVO;;CALLE;SENDA DEL REY;8;31026240;
194340;Situado Aparcabicicletas CENTRO CULTURAL JUAN GRIS;09;MONCLOA-ARAVACA;094;VALDEZARZA;OPERATIVO;;CALLE;FRANCOS RODRIGUEZ;100;11055490;
196061;Situado Aparcabicicletas PUENTE DE SAN FERNANDO;09;MONCLOA-ARAVACA;093;CIUDAD UNIVERSITARIA;OPERATIVO;;CARRETERA;EL PARDO;19;31052037;
3535252;Situado Aparcabicicletas COLEGIO NUESTRA SEÑORA DE LAS DELICIAS;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;PASEO;DELICIAS;65 A;11009575;
3536142;Situado Aparcabicicletas CERCANO A LA ESTACIÓN DE METRO (MANUEL BECERRA);04;SALAMANCA;042;GOYA;OPERATIVO;;PLAZA;MANUEL BECERRA;17;11015391;
3536439;Situado Aparcabicicletas ENTRADA PARQUE DEL BRONCE;02;ARGANZUELA;024;LEGAZPI;OPERATIVO;;CALLE;ANTRACITA;32;20170760;
3538010;Situado Aparcabicicletas Centro Concertado De Educación Infantil Primaria Y Secundaria San José;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;MAZARREDO;11;31052131;
3540328;Situado Aparcabicicletas POLIDEPORTIVO EVA DUARTE;04;SALAMANCA;044;GUINDALERA;OPERATIVO;;CALLE;DOCTOR GOMEZ ULLA;11;11017103;
3540487;Situado Aparcabicicletas C/V AVENIDA DE MENENDEZ PELAYO;03;RETIRO;034;IBIZA;OPERATIVO;;CALLE;O'DONNELL;4;11012679;
3540610;Situado Aparcabicicletas FRENTE AL PARQUE DEL RETIRO;03;RETIRO;034;IBIZA;OPERATIVO;;CALLE;DOCE DE OCTUBRE;1;11012364;
3541227;Situado Aparcabicicletas PLAZA DE ANDRÉS SEGOVIA;05;CHAMARTIN;053;CIUDAD JARDIN;OPERATIVO;;CALLE;PRINCIPE DE VERGARA;142;20009834;
