FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
02/07/19;ES27;1-;483;224;162;185;258;418;1474;1881;1360;1443;1427;1431
02/07/19;ES27;1=;1354;1303;1163;1288;1274;1319;1354;1313;1122;845;706;634
02/07/19;ES27;2-;399;271;213;235;307;492;1581;1210;1636;1976;1701;1756
02/07/19;ES27;2=;1765;1896;1724;1548;1625;1646;1617;1542;1380;1159;1119;1089
02/07/19;ES28;1-;114;51;50;51;87;318;659;813;801;773;814;873
02/07/19;ES28;1=;949;1183;1078;927;1046;1114;1021;840;620;451;375;265
02/07/19;ES28;2-;98;54;64;58;164;617;1399;1625;1642;1151;1029;971
02/07/19;ES28;2=;985;1099;915;1009;1045;1094;998;904;715;486;352;196
02/07/19;ES29;1-;496;319;220;208;449;1281;2657;2785;2566;2551;2385;2340
02/07/19;ES29;1=;2241;2258;2206;2099;2293;1679;1720;2176;1658;1606;1283;1122
02/07/19;ES29;2-;376;215;155;140;0;986;2291;2354;2444;2691;2429;1614
02/07/19;ES29;2=;2247;2198;2323;2158;2235;2294;2355;2450;2255;1995;1558;1163
02/07/19;ES30;1-;105;63;44;58;60;114;296;478;488;622;518;555
02/07/19;ES30;1=;570;616;545;491;478;573;607;598;537;414;339;247
02/07/19;ES30;2-;214;43;108;79;81;299;834;966;1343;1189;931;886
02/07/19;ES30;2=;878;827;830;715;792;832;879;877;802;396;302;231
02/07/19;ES31;1-;81;49;30;49;36;45;74;173;222;308;245;294
02/07/19;ES31;1=;307;343;403;322;256;285;296;343;335;256;162;104
02/07/19;ES31;2-;53;41;42;15;17;29;68;211;466;513;377;285
02/07/19;ES31;2=;297;262;282;238;278;277;271;316;279;222;152;94
02/07/19;ES32;1-;174;120;61;79;86;272;659;756;939;867;789;766
02/07/19;ES32;1=;714;662;632;583;668;707;689;655;667;571;431;288
02/07/19;ES32;2-;228;87;66;38;58;129;259;393;351;506;506;565
02/07/19;ES32;2=;636;657;729;674;604;589;653;556;574;431;382;328
02/07/19;ES33;1-;258;120;74;39;74;127;497;1811;1934;1837;1506;1135
02/07/19;ES33;1=;1163;1161;1388;1397;1235;1205;1215;1278;1094;913;624;372
02/07/19;ES33;2-;182;88;53;41;47;52;164;637;1023;1005;773;717
02/07/19;ES33;2=;698;834;1188;1488;1382;1270;1483;1443;1044;764;488;260
02/07/19;ES34;1-;148;104;113;133;112;189;440;536;561;545;512;535
02/07/19;ES34;1=;469;411;389;295;305;292;313;426;270;348;219;186
02/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/19;ES36;1-;316;167;102;99;144;589;2188;2609;2282;1903;2077;2065
02/07/19;ES36;1=;2175;2319;2294;2205;2117;2317;2310;2094;1622;1219;1146;897
02/07/19;ES36;2-;173;100;74;54;157;535;1974;2790;2669;2471;2377;2191
02/07/19;ES36;2=;2139;2293;2669;2539;2259;2559;2343;2063;1630;996;755;487
02/07/19;ES37;1-;191;103;71;76;113;392;1531;1911;1612;1406;1593;1642
02/07/19;ES37;1=;1757;2161;2027;1756;1752;1894;1834;1574;1208;793;712;492
02/07/19;ES37;2-;139;80;57;44;172;680;1640;2473;2583;2076;1995;1709
02/07/19;ES37;2=;1797;1925;2197;1884;1879;1950;1867;1557;1305;800;501;330
02/07/19;ES38;1-;93;50;26;15;17;3;165;483;530;524;480;540
02/07/19;ES38;1=;533;589;653;680;609;639;660;615;523;383;375;155
02/07/19;ES38;2-;70;27;14;13;17;51;249;879;802;642;498;335
02/07/19;ES38;2=;349;446;506;460;422;464;491;420;369;297;197;135
02/07/19;ES39;1-;434;394;142;54;53;66;168;1439;2956;2846;2690;1885
02/07/19;ES39;1=;1629;1566;1610;2155;2231;1989;1651;1830;1736;1514;1259;816
02/07/19;ES39;2-;522;331;155;68;43;65;128;516;2155;2171;1622;1482
02/07/19;ES39;2=;1463;1578;1835;2128;2537;2140;2191;2032;1826;1743;1305;958
02/07/19;ES40;1-;206;154;92;150;206;697;2711;3008;2742;2733;2502;2530
02/07/19;ES40;1=;2515;2953;2574;2502;2427;2497;2382;2178;1646;1012;838;576
02/07/19;ES40;2-;192;112;83;106;170;641;2005;2300;2143;1914;1997;1957
02/07/19;ES40;2=;2034;2272;2144;2098;2269;2333;2288;2049;1655;985;728;565
02/07/19;ES41;1-;203;153;100;114;197;528;1401;1513;1259;1080;1135;1213
02/07/19;ES41;1=;1168;1169;988;954;1041;1052;1046;1033;796;582;471;318
02/07/19;ES41;2-;139;101;69;77;140;264;693;952;1118;1010;944;947
02/07/19;ES41;2=;945;1005;1037;1044;1108;1110;1031;811;699;527;414;295
02/07/19;ES42;1-;92;69;64;74;94;232;777;1156;1029;973;964;1023
02/07/19;ES42;1=;1079;1063;1059;997;941;1028;1042;940;642;408;331;238
02/07/19;ES42;2-;168;92;67;37;79;255;851;1593;1575;1172;1196;1210
02/07/19;ES42;2=;1201;1257;1123;1252;1213;1282;1209;924;715;457;351;276
02/07/19;ES43;1-;172;143;68;50;58;125;438;869;928;840;730;616
02/07/19;ES43;1=;831;658;652;617;663;683;694;696;663;531;373;283
02/07/19;ES43;2-;204;150;89;48;40;60;154;401;519;594;535;451
02/07/19;ES43;2=;459;613;684;727;618;693;763;697;620;536;436;342
02/07/19;ES44;1-;413;253;197;186;348;655;1230;1967;2123;2041;1984;1963
02/07/19;ES44;1=;2114;2261;2198;2288;2161;2232;2165;2084;1798;1145;859;761
02/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/19;ES45;1-;396;226;146;142;219;688;2336;2569;2335;2279;2234;2258
02/07/19;ES45;1=;2266;2353;1979;2164;2211;2219;2158;1976;1678;1058;921;873
02/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
02/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
02/07/19;ES46;1-;132;87;85;107;183;546;862;804;813;803;856;917
02/07/19;ES46;1=;902;968;784;745;823;905;947;908;758;565;371;245
02/07/19;ES46;2-;161;91;58;86;144;356;755;1069;982;869;880;901
02/07/19;ES46;2=;891;943;825;798;916;1007;929;861;710;643;401;273
02/07/19;ES47;1-;222;132;132;104;136;441;1230;988;994;920;1005;962
02/07/19;ES47;1=;963;964;906;1040;942;951;963;873;801;742;510;399
02/07/19;ES47;2-;167;128;115;108;153;358;1010;794;886;904;868;932
02/07/19;ES47;2=;834;886;980;912;931;889;830;732;707;567;438;351
02/07/19;ES48;1-;107;52;48;44;165;1261;2530;2490;1841;1073;1006;990
02/07/19;ES48;1=;865;1053;936;865;876;923;903;734;632;504;267;174
02/07/19;ES48;2-;109;68;65;54;123;375;589;537;653;713;824;876
02/07/19;ES48;2=;962;1593;2020;1295;1301;1241;1142;882;700;512;363;192
02/07/19;ES49;1-;85;60;33;31;62;260;1150;944;1017;948;713;743
02/07/19;ES49;1=;797;691;640;643;686;710;709;606;451;422;269;231
02/07/19;ES49;2-;115;54;42;35;31;43;78;223;359;430;475;461
02/07/19;ES49;2=;486;471;547;708;750;574;681;610;513;430;299;144
02/07/19;ES50;1-;185;65;44;38;32;70;157;340;533;462;466;440
02/07/19;ES50;1=;553;507;573;469;544;542;531;546;486;535;220;259
02/07/19;ES50;2-;78;66;37;46;43;43;100;294;576;681;553;500
02/07/19;ES50;2=;530;492;457;428;495;535;531;544;386;231;202;183
02/07/19;ES51;1-;110;59;48;30;50;50;114;293;562;652;573;591
02/07/19;ES51;1=;562;528;532;627;661;540;600;552;476;368;269;187
02/07/19;ES51;2-;79;61;40;36;35;50;90;699;581;485;663;695
02/07/19;ES51;2=;747;755;467;684;707;755;694;683;372;279;216;159
02/07/19;ES52;1-;60;28;18;15;22;84;416;767;703;591;696;653
02/07/19;ES52;1=;591;591;725;583;760;697;696;740;635;212;179;129
02/07/19;ES52;2-;94;51;47;36;38;99;387;570;351;286;299;339
02/07/19;ES52;2=;337;336;555;397;353;414;373;340;248;165;144;123
02/07/19;ES53;1-;108;103;59;48;37;33;79;179;225;225;223;214
02/07/19;ES53;1=;229;299;285;265;272;275;316;304;278;233;204;166
02/07/19;ES53;2-;187;138;83;59;67;134;339;448;455;440;392;375
02/07/19;ES53;2=;394;464;474;381;441;428;491;474;500;437;344;268
02/07/19;ES54;1-;73;55;36;18;21;37;140;277;274;300;275;230
02/07/19;ES54;1=;228;273;268;234;285;243;307;276;246;249;209;124
02/07/19;ES54;2-;146;97;44;29;28;37;54;185;316;345;322;291
02/07/19;ES54;2=;306;368;367;333;388;360;397;424;409;333;303;231
02/07/19;ES55;1-;63;32;20;16;9;26;87;182;250;270;293;240
02/07/19;ES55;1=;262;285;235;232;271;266;325;316;248;209;176;126
02/07/19;ES55;2-;47;29;26;20;19;26;109;152;203;228;231;239
02/07/19;ES55;2=;216;274;270;227;221;236;273;273;208;242;131;104
02/07/19;ES56;1-;45;22;13;18;42;114;352;426;379;316;320;318
02/07/19;ES56;1=;317;410;619;383;389;516;454;351;279;190;137;96
02/07/19;ES56;2-;0;0;0;0;46;182;636;676;403;301;310;257
02/07/19;ES56;2=;268;295;260;223;255;252;266;238;242;152;136;0
02/07/19;ES57;1-;69;22;22;30;75;231;671;809;633;498;522;549
02/07/19;ES57;1=;645;686;685;674;742;704;663;626;532;394;251;161
02/07/19;ES57;2-;36;19;16;22;54;218;508;407;754;579;547;552
02/07/19;ES57;2=;654;729;738;700;696;842;747;661;511;327;172;102
02/07/19;ES58;1-;42;24;15;24;44;142;385;579;447;388;387;391
02/07/19;ES58;1=;373;426;595;445;432;528;462;387;287;259;160;99
02/07/19;ES58;2-;19;11;8;18;42;77;238;333;290;257;252;283
02/07/19;ES58;2=;309;300;290;271;333;324;316;310;291;199;127;72
02/07/19;ES59;1-;40;22;18;15;32;92;141;152;168;171;187;198
02/07/19;ES59;1=;206;213;212;185;199;231;217;186;196;168;117;80
02/07/19;ES59;2-;18;14;23;22;52;133;223;198;223;169;187;190
02/07/19;ES59;2=;181;177;171;194;166;224;207;173;149;112;62;47
02/07/19;ES60;1-;45;32;34;43;63;243;730;796;692;543;534;548
02/07/19;ES60;1=;549;438;454;472;570;641;652;415;349;207;162;108
02/07/19;ES60;2-;80;35;31;29;51;117;472;666;572;498;536;629
02/07/19;ES60;2=;700;739;645;629;655;700;737;664;595;346;208;192
03/07/19;ES01;1-;491;225;139;127;224;748;2314;2582;2507;2148;2302;2492
03/07/19;ES01;1=;2478;2744;2311;2311;2275;2482;2386;2147;1807;1344;1145;1083
03/07/19;ES01;2-;280;231;124;107;166;365;983;1648;1930;1717;1587;1772
03/07/19;ES01;2=;1569;1666;1781;1709;1644;1775;1686;1544;1239;813;708;636
03/07/19;ES02;1-;283;163;99;119;113;311;781;1217;1192;1109;1154;1045
03/07/19;ES02;1=;1089;1114;1099;1010;1078;1036;1067;1038;933;769;625;521
03/07/19;ES02;2-;504;298;196;156;135;564;1302;1422;1503;1368;1197;1260
03/07/19;ES02;2=;1252;1106;1138;1220;1177;1215;1176;1099;1145;1022;826;688
03/07/19;ES03;1-;400;242;154;114;116;658;2465;2523;2767;2652;2192;1983
03/07/19;ES03;1=;2010;1773;1837;1903;1889;1914;1940;1855;1593;1245;561;614
03/07/19;ES03;2-;213;119;74;57;65;180;572;1020;1003;1047;1200;1430
03/07/19;ES03;2=;1671;1792;1872;1955;1569;1685;1886;1834;1656;817;556;583
03/07/19;ES04;1-;299;81;90;73;58;302;1215;1277;1442;1399;1069;1095
03/07/19;ES04;1=;1050;1057;1052;1097;1047;1085;1058;1134;1116;850;517;411
03/07/19;ES04;2-;0;70;47;33;38;145;544;822;749;663;618;722
03/07/19;ES04;2=;833;886;1064;1020;848;888;969;980;874;389;395;258
03/07/19;ES05;1-;0;0;0;399;320;693;1359;1768;1574;1910;2416;2388
03/07/19;ES05;1=;2592;2785;3149;3224;2944;3042;3155;3164;2920;2465;2023;1675
03/07/19;ES05;2-;447;248;148;107;356;1258;2273;2181;2065;1815;1836;1726
03/07/19;ES05;2=;1690;1684;1753;1713;1718;1777;1754;1761;1691;1390;247;440
03/07/19;ES06;1-;76;42;34;35;71;265;984;1040;858;831;793;819
03/07/19;ES06;1=;853;912;990;866;859;1003;888;761;592;340;266;198
03/07/19;ES06;2-;126;68;36;34;55;166;625;938;775;721;733;729
03/07/19;ES06;2=;784;938;1100;850;837;951;865;746;525;299;255;227
03/07/19;ES07;1-;832;430;224;154;127;217;778;1936;2281;2001;1826;2215
03/07/19;ES07;1=;2257;2745;3563;3916;3284;3369;3470;3269;2707;2345;1813;1008
03/07/19;ES07;2-;759;201;132;103;193;657;3831;5242;4255;3397;2679;2529
03/07/19;ES07;2=;2292;2369;2948;2576;2407;2355;2502;2420;2355;2050;1375;891
03/07/19;ES08;1-;502;464;382;275;365;458;627;672;765;719;652;659
03/07/19;ES08;1=;647;694;784;839;862;641;708;714;731;658;659;649
03/07/19;ES08;2-;541;346;321;274;376;521;928;1053;1025;922;957;918
03/07/19;ES08;2=;943;951;922;880;925;956;988;952;940;894;928;837
03/07/19;ES09;1-;567;529;383;303;285;351;843;1056;797;960;1003;1031
03/07/19;ES09;1=;951;943;1025;934;945;978;973;899;1001;794;737;681
03/07/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES10;2-;212;164;84;92;75;108;283;672;577;578;525;441
03/07/19;ES10;2=;570;639;621;584;559;626;663;648;577;557;454;335
03/07/19;ES11;1-;1131;887;381;184;125;149;315;3618;5615;5140;4594;3636
03/07/19;ES11;1=;3462;3325;3498;4320;3878;3381;3434;3722;3576;3320;2769;1779
03/07/19;ES11;2-;1596;1045;435;256;180;181;316;1352;3384;4047;2778;2416
03/07/19;ES11;2=;3613;3922;3657;5720;5666;4716;5001;5363;4798;4448;2994;2634
03/07/19;ES12;1-;578;308;250;225;374;1160;1696;1670;1657;1750;1658;1574
03/07/19;ES12;1=;1416;1173;1363;1148;1410;1300;1583;1619;1540;1475;1414;1011
03/07/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES13;1-;388;258;161;137;213;449;1229;1416;1470;1482;1438;1433
03/07/19;ES13;1=;1420;1574;1431;1465;1487;1527;1683;1561;1386;994;814;784
03/07/19;ES13;2-;635;447;302;150;159;537;1427;1890;1926;1816;1594;1719
03/07/19;ES13;2=;1343;1411;1708;1580;1628;1345;1707;1815;1672;1195;1082;1004
03/07/19;ES14;1-;53;23;16;20;30;69;231;453;480;413;467;447
03/07/19;ES14;1=;424;367;367;407;412;367;349;324;260;184;170;137
03/07/19;ES14;2-;49;24;13;16;12;33;112;183;233;269;296;310
03/07/19;ES14;2=;343;359;255;283;278;334;289;296;210;152;95;85
03/07/19;ES15;1-;88;65;30;29;62;247;1006;1232;933;801;881;819
03/07/19;ES15;1=;858;849;894;803;804;867;869;876;683;391;296;217
03/07/19;ES15;2-;62;32;19;19;30;179;846;1070;1080;974;956;892
03/07/19;ES15;2=;848;1009;926;800;797;784;784;768;608;389;211;228
03/07/19;ES16;1-;404;254;142;136;130;351;1054;1417;1268;1359;1562;1586
03/07/19;ES16;1=;1647;1658;1586;1502;1561;1633;1644;1591;1347;1085;904;827
03/07/19;ES16;2-;249;182;92;101;133;599;1562;1597;1608;1583;1647;1561
03/07/19;ES16;2=;1388;1427;1334;1477;1416;1431;1441;1368;1181;733;607;560
03/07/19;ES17;1-;449;245;178;150;335;1644;3250;3505;3295;2971;2881;2763
03/07/19;ES17;1=;2546;2771;2684;2621;2784;2796;2755;2903;2199;1628;1402;909
03/07/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES18;1-;101;68;30;28;48;308;1247;1105;1005;834;793;769
03/07/19;ES18;1=;725;647;622;665;739;665;670;592;432;322;231;232
03/07/19;ES18;2-;152;75;31;39;45;78;246;530;630;756;859;820
03/07/19;ES18;2=;988;1254;1176;960;1037;1165;1169;1212;944;557;406;347
03/07/19;ES19;1-;231;168;111;87;131;295;712;1003;1059;1081;1055;1062
03/07/19;ES19;1=;1038;1086;1066;967;1028;1154;1208;1031;844;579;431;428
03/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES20;1-;4149;2931;1544;824;658;700;1308;4408;9021;8952;7585;8065
03/07/19;ES20;1=;8885;9276;9999;9999;9999;9999;9999;9999;9999;9999;8460;6579
03/07/19;ES20;2-;3571;2280;1081;654;526;834;2565;9999;8214;8173;9999;9999
03/07/19;ES20;2=;9999;9862;9999;9999;9999;9999;9814;9999;9779;8691;7562;5447
03/07/19;ES21;1-;110;53;45;38;67;216;1141;1492;1110;905;1060;1027
03/07/19;ES21;1=;1139;1246;1001;1018;992;1081;1149;1015;829;476;390;292
03/07/19;ES21;2-;158;61;50;43;67;317;974;1661;1878;1547;1515;1459
03/07/19;ES21;2=;1408;1586;1771;1572;1510;1657;1477;1341;914;516;373;262
03/07/19;ES22;1-;242;142;94;112;105;506;1372;1380;1687;1519;1224;1121
03/07/19;ES22;1=;1116;1370;1210;1164;983;1067;1072;1173;1054;894;768;585
03/07/19;ES22;2-;371;214;134;98;111;304;777;723;1086;1074;1179;1330
03/07/19;ES22;2=;1304;1309;1392;1444;1266;1374;1483;1580;1380;1185;941;763
03/07/19;ES23;1-;515;493;362;253;410;1460;3792;3234;2903;2650;2371;2270
03/07/19;ES23;1=;2230;2249;2393;2142;2252;2382;2288;2372;2119;1867;1439;1083
03/07/19;ES23;2-;1504;258;471;346;447;782;1343;1211;1535;1818;2037;2237
03/07/19;ES23;2=;2530;2687;2972;2876;2712;2818;2971;2897;2555;2123;1889;1738
03/07/19;ES24;1-;361;156;108;94;70;149;380;613;588;755;796;870
03/07/19;ES24;1=;1020;974;1029;1099;984;893;981;1056;906;818;613;505
03/07/19;ES24;2-;175;120;71;73;110;380;1319;1449;1188;951;987;890
03/07/19;ES24;2=;841;743;712;794;828;829;872;761;628;480;419;332
03/07/19;ES25;1-;138;104;101;11;41;134;192;247;274;280;268;263
03/07/19;ES25;1=;237;242;173;153;175;251;240;263;239;200;178;154
03/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES26;1-;250;199;138;137;167;302;590;680;656;381;544;462
03/07/19;ES26;1=;444;521;515;551;524;534;592;196;164;289;286;266
03/07/19;ES26;2-;113;77;62;76;63;100;173;227;237;370;355;274
03/07/19;ES26;2=;280;285;236;273;264;238;264;230;294;192;188;207
03/07/19;ES27;1-;430;270;181;155;184;414;1111;1523;1477;1420;1401;1448
03/07/19;ES27;1=;1374;1313;1181;1288;1295;1325;1391;1323;1202;880;751;683
03/07/19;ES27;2-;713;441;329;315;379;702;1561;1759;1710;1719;1727;1780
03/07/19;ES27;2=;1784;1886;1755;1580;1617;1651;1670;1596;1446;1170;1173;1145
03/07/19;ES28;1-;146;59;50;49;90;315;614;832;817;911;813;857
03/07/19;ES28;1=;989;1212;1105;939;1026;1170;1027;858;635;476;364;273
03/07/19;ES28;2-;100;72;51;79;194;580;1433;1602;1596;1140;1053;1015
03/07/19;ES28;2=;1002;1120;1023;1023;1169;1074;1016;922;771;535;421;267
03/07/19;ES29;1-;867;514;369;227;459;1327;2710;1982;2087;2145;1877;2080
03/07/19;ES29;1=;2078;2171;2205;2126;2021;2076;2121;1997;1890;1776;1417;1217
03/07/19;ES29;2-;523;271;172;237;301;889;2157;1844;2089;2307;2091;2287
03/07/19;ES29;2=;2176;2334;2299;2349;2239;2335;2440;2345;2207;2116;1727;1353
03/07/19;ES30;1-;121;75;50;55;46;118;300;480;514;588;484;553
03/07/19;ES30;1=;511;608;555;531;483;542;628;588;542;453;316;269
03/07/19;ES30;2-;237;91;69;87;91;292;827;954;1364;1313;1023;860
03/07/19;ES30;2=;889;865;854;738;808;895;916;920;836;650;197;383
03/07/19;ES31;1-;105;68;43;40;31;38;63;160;209;286;268;294
03/07/19;ES31;1=;301;347;412;327;274;256;275;313;322;250;162;126
03/07/19;ES31;2-;62;41;42;27;25;28;72;204;476;518;352;306
03/07/19;ES31;2=;246;267;265;249;256;269;279;243;246;227;143;96
03/07/19;ES32;1-;276;110;88;76;66;265;672;742;947;880;814;775
03/07/19;ES32;1=;732;701;670;650;678;713;716;759;666;600;443;377
03/07/19;ES32;2-;273;188;80;48;55;134;279;392;343;463;521;540
03/07/19;ES32;2=;612;637;745;683;592;576;612;615;656;490;420;341
03/07/19;ES33;1-;318;142;78;45;74;121;503;1829;2025;1824;1471;1212
03/07/19;ES33;1=;1054;1174;1395;1357;1198;1196;1233;1151;1062;973;633;423
03/07/19;ES33;2-;215;97;59;33;48;62;156;680;1077;952;720;723
03/07/19;ES33;2=;745;793;1200;1453;1279;1182;1511;1394;1145;839;503;313
03/07/19;ES34;1-;170;142;115;113;125;187;319;365;570;260;524;531
03/07/19;ES34;1=;314;388;375;286;312;388;438;403;388;345;298;175
03/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES36;1-;408;213;136;107;149;573;2225;2489;2301;1944;2091;2196
03/07/19;ES36;1=;2224;2360;2405;2167;2152;2259;2240;1957;1743;1280;1250;864
03/07/19;ES36;2-;246;143;83;62;148;528;2027;2745;2660;2437;2291;2286
03/07/19;ES36;2=;2216;2347;2583;2366;2354;2447;2466;2206;1722;1062;777;575
03/07/19;ES37;1-;231;116;73;87;105;387;1478;1956;1533;1379;1579;1721
03/07/19;ES37;1=;1765;2116;2055;1750;1742;1891;1715;1616;1161;748;678;581
03/07/19;ES37;2-;130;88;59;69;118;686;1612;2542;2459;2041;1918;1911
03/07/19;ES37;2=;1862;2077;2032;1849;1836;2073;1817;1731;1323;803;533;366
03/07/19;ES38;1-;211;52;14;13;17;5;170;378;531;520;473;533
03/07/19;ES38;1=;557;605;673;682;620;631;641;624;541;390;248;161
03/07/19;ES38;2-;101;31;20;18;20;37;267;858;872;662;497;353
03/07/19;ES38;2=;450;432;529;395;400;423;500;418;371;281;224;115
03/07/19;ES39;1-;553;347;153;99;53;67;171;1418;3154;2613;2576;1690
03/07/19;ES39;1=;1637;1517;1550;2020;1974;1626;1675;1717;1705;1584;1285;782
03/07/19;ES39;2-;532;365;152;87;57;70;120;574;2047;2028;1629;1461
03/07/19;ES39;2=;1552;1610;1730;2218;2451;2246;2262;2148;1965;1717;1401;971
03/07/19;ES40;1-;295;152;100;145;210;727;2735;3031;2930;2533;2498;2515
03/07/19;ES40;1=;2465;2760;2688;2377;2435;2437;2319;2317;1718;1112;839;702
03/07/19;ES40;2-;295;144;111;103;190;669;1929;2295;2077;1860;2022;2082
03/07/19;ES40;2=;1986;2296;2211;2110;2250;2402;2345;2148;1760;994;780;624
03/07/19;ES41;1-;206;134;132;126;217;512;1406;1460;1192;1095;1133;1221
03/07/19;ES41;1=;1156;1191;1039;961;1039;1078;1117;1091;857;651;475;340
03/07/19;ES41;2-;166;127;86;76;139;271;690;924;1082;978;915;989
03/07/19;ES41;2=;954;993;1101;969;1041;1143;1016;822;692;486;435;346
03/07/19;ES42;1-;123;95;64;71;80;344;856;1144;1041;950;1055;1019
03/07/19;ES42;1=;1056;1062;1039;914;948;1026;969;881;683;425;340;271
03/07/19;ES42;2-;118;83;62;48;66;266;835;1580;1624;1212;1186;1174
03/07/19;ES42;2=;1134;1298;1180;1135;1154;1222;1168;990;742;456;379;342
03/07/19;ES43;1-;219;136;103;64;91;153;477;943;1131;920;785;854
03/07/19;ES43;1=;682;664;686;608;645;723;686;689;682;599;386;285
03/07/19;ES43;2-;385;251;138;66;48;55;140;417;529;557;479;431
03/07/19;ES43;2=;576;590;655;680;653;625;728;689;605;548;414;376
03/07/19;ES44;1-;448;243;219;160;265;621;1245;1972;2106;2094;2078;2190
03/07/19;ES44;1=;2190;2260;2282;2408;2209;2256;2005;1807;1611;1154;924;912
03/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES45;1-;504;309;191;183;243;693;2340;2695;2433;2196;2211;2233
03/07/19;ES45;1=;2247;2327;1960;2110;2168;2152;2116;1949;1721;1081;966;940
03/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
03/07/19;ES46;1-;141;108;90;93;184;539;834;795;698;737;833;854
03/07/19;ES46;1=;911;1013;768;727;826;942;992;900;760;535;357;259
03/07/19;ES46;2-;143;108;78;92;142;353;728;1007;965;837;853;893
03/07/19;ES46;2=;877;904;902;831;915;1060;963;817;706;637;406;284
03/07/19;ES47;1-;246;144;113;96;118;429;812;992;929;915;959;972
03/07/19;ES47;1=;996;923;909;982;984;987;975;889;809;671;556;429
03/07/19;ES47;2-;221;145;128;105;179;411;657;862;935;872;888;867
03/07/19;ES47;2=;877;815;1031;913;930;861;882;770;733;584;468;390
03/07/19;ES48;1-;108;46;55;48;163;1314;2763;2537;1774;949;969;937
03/07/19;ES48;1=;886;992;941;841;884;878;870;770;631;548;329;239
03/07/19;ES48;2-;109;67;57;53;100;273;527;589;621;635;720;782
03/07/19;ES48;2=;864;1337;1775;1032;1055;1312;1197;920;707;461;341;220
03/07/19;ES49;1-;110;79;33;33;48;236;1164;1124;1018;843;756;719
03/07/19;ES49;1=;761;703;636;665;702;771;636;588;550;412;356;380
03/07/19;ES49;2-;105;67;50;50;41;45;76;244;360;449;498;464
03/07/19;ES49;2=;472;476;591;728;625;520;605;660;541;502;279;165
03/07/19;ES50;1-;219;101;52;35;40;52;89;321;470;475;476;512
03/07/19;ES50;1=;143;458;690;571;452;425;574;509;486;303;474;215
03/07/19;ES50;2-;94;85;52;45;38;54;95;288;602;658;569;611
03/07/19;ES50;2=;641;514;488;466;418;537;551;548;461;243;228;167
03/07/19;ES51;1-;136;98;60;46;37;46;113;290;536;639;625;591
03/07/19;ES51;1=;587;567;579;589;560;472;539;541;507;436;305;190
03/07/19;ES51;2-;163;90;44;42;31;145;429;714;573;487;675;702
03/07/19;ES51;2=;741;752;503;625;697;727;763;746;405;305;215;130
03/07/19;ES52;1-;122;69;43;405;28;87;416;784;645;836;614;566
03/07/19;ES52;1=;606;629;684;611;690;671;662;723;629;467;187;203
03/07/19;ES52;2-;0;38;24;24;26;97;394;488;366;289;285;428
03/07/19;ES52;2=;392;348;463;469;512;397;512;355;262;158;156;405
03/07/19;ES53;1-;104;71;63;53;26;38;94;142;209;237;243;251
03/07/19;ES53;1=;263;303;249;196;242;291;303;282;263;254;226;181
03/07/19;ES53;2-;205;122;102;64;90;129;318;455;442;415;454;341
