FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
16/07/19;ES18;2=;944;1085;1088;823;861;1054;1048;1065;822;451;374;304
16/07/19;ES19;1-;215;130;96;86;126;292;696;989;1156;1069;1143;1074
16/07/19;ES19;1=;975;1040;987;931;946;1125;1108;1014;734;501;403;334
16/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES20;1-;3939;2645;1301;780;618;703;1400;4166;8745;9318;8495;8276
16/07/19;ES20;1=;8981;9348;9999;9999;9999;9999;9999;9999;9999;9870;7924;6378
16/07/19;ES20;2-;3325;2231;996;604;494;775;2444;9999;8691;8561;8777;9121
16/07/19;ES20;2=;9719;9658;9800;9999;9999;9444;9452;9960;9383;8793;7038;5150
16/07/19;ES21;1-;99;47;29;31;57;204;1081;1370;1073;881;979;1023
16/07/19;ES21;1=;1048;1203;984;946;1006;1105;1095;956;725;484;365;313
16/07/19;ES21;2-;126;72;46;30;76;252;962;1679;1832;1412;1368;1415
16/07/19;ES21;2=;1304;1339;1666;1320;1306;1522;1301;1193;856;468;330;241
16/07/19;ES22;1-;197;119;82;100;142;493;1376;1290;1616;1278;1174;1052
16/07/19;ES22;1=;944;930;1053;1000;979;1047;1109;1059;918;745;546;476
16/07/19;ES22;2-;305;183;114;140;112;300;794;728;1018;1083;1186;1135
16/07/19;ES22;2=;1296;1266;1237;1365;1283;1223;1374;1439;1225;1051;819;704
16/07/19;ES23;1-;404;277;260;265;364;1386;3918;3276;3462;3219;2777;2231
16/07/19;ES23;1=;2454;2118;2249;1812;2138;2195;2284;2252;2070;1708;1228;1019
16/07/19;ES23;2-;808;525;546;301;349;713;1259;1180;1558;1764;2021;2265
16/07/19;ES23;2=;2505;2420;2872;2786;2546;2679;3028;2856;2568;2238;1705;1546
16/07/19;ES24;1-;196;108;64;47;57;150;364;613;554;682;727;824
16/07/19;ES24;1=;857;893;975;917;805;817;832;831;819;652;461;396
16/07/19;ES24;2-;126;82;65;64;83;368;1201;1233;975;805;765;762
16/07/19;ES24;2=;713;724;726;742;680;823;831;670;546;369;364;310
16/07/19;ES25;1-;95;67;68;9;19;108;143;256;272;297;292;277
16/07/19;ES25;1=;273;246;247;254;262;262;259;250;158;188;104;113
16/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES26;1-;246;168;99;81;85;127;255;317;352;552;568;548
16/07/19;ES26;1=;398;530;346;349;545;386;552;538;316;437;389;343
16/07/19;ES26;2-;137;92;73;69;49;127;222;223;344;395;381;276
16/07/19;ES26;2=;251;220;225;342;330;330;352;338;299;264;158;183
16/07/19;ES27;1-;476;301;152;134;171;418;1308;1886;1826;1601;1675;1552
16/07/19;ES27;1=;1582;1568;1470;1569;1508;1749;1846;1672;1470;1035;892;767
16/07/19;ES27;2-;384;252;215;210;275;708;1581;1784;1636;1140;1206;1232
16/07/19;ES27;2=;1304;1403;1328;1164;1218;1327;1175;1102;950;809;819;1089
16/07/19;ES28;1-;86;61;39;49;86;286;590;752;759;723;796;799
16/07/19;ES28;1=;928;1092;1093;851;1016;1034;999;830;571;443;384;267
16/07/19;ES28;2-;93;58;49;81;166;605;1317;1550;1439;1140;1009;926
16/07/19;ES28;2=;979;1047;1060;977;966;1058;959;906;659;489;382;288
16/07/19;ES29;1-;496;418;260;227;449;1281;2657;2111;2257;2109;2075;1938
16/07/19;ES29;1=;1951;2020;2088;1857;1932;1922;1995;1843;1833;1620;1186;1060
16/07/19;ES29;2-;376;215;155;140;161;288;2291;1734;2013;2264;2256;2071
16/07/19;ES29;2=;2120;2088;2185;2195;2100;2066;2279;2325;2108;1892;1446;1125
16/07/19;ES30;1-;105;63;44;38;50;114;296;478;448;602;490;538
16/07/19;ES30;1=;568;581;517;478;498;509;518;516;466;386;305;234
16/07/19;ES30;2-;145;86;110;91;98;299;834;885;1139;1042;890;893
16/07/19;ES30;2=;804;797;766;746;786;763;858;888;782;558;422;231
16/07/19;ES31;1-;80;62;39;34;31;44;66;143;270;291;307;301
16/07/19;ES31;1=;322;354;384;300;240;262;291;326;295;245;159;104
16/07/19;ES31;2-;75;44;33;35;20;41;74;211;450;544;365;293
16/07/19;ES31;2=;275;226;224;223;251;245;262;276;250;190;129;94
16/07/19;ES32;1-;217;91;76;73;66;272;659;744;880;793;757;729
16/07/19;ES32;1=;730;664;607;629;628;709;706;707;663;558;375;311
16/07/19;ES32;2-;222;87;52;38;60;129;259;393;305;418;449;486
16/07/19;ES32;2=;562;580;589;539;475;497;526;486;505;392;348;263
16/07/19;ES33;1-;248;137;67;54;70;118;483;1766;2003;1851;1202;1129
16/07/19;ES33;1=;1069;1097;1269;1217;1073;1053;1174;1098;1098;899;563;377
16/07/19;ES33;2-;165;75;51;46;47;56;163;632;983;821;677;634
16/07/19;ES33;2=;725;767;1111;1458;1101;1123;1342;1195;1030;767;461;284
16/07/19;ES34;1-;159;156;98;133;168;179;569;449;472;545;512;535
16/07/19;ES34;1=;469;411;389;279;414;414;453;426;266;348;267;263
16/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES36;1-;289;150;123;107;148;581;2159;2499;2228;1892;2006;2083
16/07/19;ES36;1=;2213;2340;2239;2043;2089;2346;2202;2011;1582;1115;1073;905
16/07/19;ES36;2-;185;129;69;68;134;466;1949;2681;2106;2201;2292;2049
16/07/19;ES36;2=;2052;2234;2446;2330;2243;2345;2141;1984;1497;958;749;530
16/07/19;ES37;1-;176;108;71;63;132;350;1375;1783;1531;1327;1585;1636
16/07/19;ES37;1=;1712;2088;1943;1678;1743;1875;1657;1552;1104;780;632;469
16/07/19;ES37;2-;98;72;51;46;160;656;1610;2392;2424;1853;1870;1725
16/07/19;ES37;2=;1659;1826;1961;1773;1798;1880;1678;1577;1208;696;547;320
16/07/19;ES38;1-;93;50;26;15;17;5;165;368;530;524;480;540
16/07/19;ES38;1=;577;589;695;680;609;639;660;615;523;481;266;155
16/07/19;ES38;2-;72;37;19;13;20;53;261;767;781;600;442;412
16/07/19;ES38;2=;392;439;468;386;350;424;457;413;394;284;166;109
16/07/19;ES39;1-;428;331;185;70;48;55;157;1320;3012;2951;2290;1586
16/07/19;ES39;1=;1501;1402;1501;1920;1843;1566;1655;1655;1557;1450;1206;723
16/07/19;ES39;2-;500;352;150;61;71;59;135;551;2010;1955;1555;1441
16/07/19;ES39;2=;1536;1562;1695;2222;2431;2036;2138;2102;1936;1817;1448;984
16/07/19;ES40;1-;225;137;93;111;211;662;2610;3056;2728;2363;2389;2325
16/07/19;ES40;1=;2290;2693;2466;2130;2211;2285;2156;1914;1529;926;747;720
16/07/19;ES40;2-;197;103;78;70;195;638;1800;2017;1880;1794;1869;1834
16/07/19;ES40;2=;1829;2214;2106;2153;1986;2360;2100;1865;1452;953;721;549
16/07/19;ES41;1-;177;116;103;114;185;499;1247;1371;1121;1056;1117;1187
16/07/19;ES41;1=;1139;1148;1023;1006;999;1014;1086;996;801;559;453;332
16/07/19;ES41;2-;160;81;67;90;154;301;654;932;1155;1010;962;892
16/07/19;ES41;2=;913;1012;1078;907;1009;1090;959;834;626;535;368;290
16/07/19;ES42;1-;151;84;65;84;98;208;715;1219;1111;888;1002;1084
16/07/19;ES42;1=;1170;1230;1025;881;864;997;1007;932;630;400;318;294
16/07/19;ES42;2-;97;84;40;49;87;259;873;1548;1533;1265;1192;1157
16/07/19;ES42;2=;1096;1263;1132;1074;1124;1234;1245;982;731;437;393;259
16/07/19;ES43;1-;237;143;87;72;86;115;377;827;968;798;650;588
16/07/19;ES43;1=;569;585;569;493;556;593;579;576;578;467;323;208
16/07/19;ES43;2-;244;146;105;46;56;60;140;362;518;497;527;479
16/07/19;ES43;2=;597;631;684;726;642;654;715;776;627;513;373;344
16/07/19;ES44;1-;404;223;206;199;323;633;1268;1949;2127;2162;2113;2158
16/07/19;ES44;1=;2202;2421;2281;2239;2302;2326;2228;2112;1698;1100;841;731
16/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES45;1-;389;186;138;133;238;816;2508;2742;2418;2262;2159;2111
16/07/19;ES45;1=;2240;2287;1969;2199;2215;2245;2138;1934;1577;1128;972;887
16/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/07/19;ES46;1-;111;86;78;96;179;501;796;735;765;756;838;882
16/07/19;ES46;1=;914;923;695;700;762;875;926;893;718;537;363;231
16/07/19;ES46;2-;135;93;82;79;132;354;735;939;913;837;875;825
16/07/19;ES46;2=;852;915;884;839;870;905;959;826;670;603;363;278
16/07/19;ES47;1-;229;132;96;90;138;437;801;966;868;906;1010;945
16/07/19;ES47;1=;926;889;904;898;1027;1003;991;868;770;653;509;414
16/07/19;ES47;2-;180;98;86;102;166;370;662;763;812;902;914;840
16/07/19;ES47;2=;836;879;946;850;895;888;893;732;647;515;393;316
16/07/19;ES48;1-;87;66;38;49;160;1170;2575;2475;1584;997;917;916
16/07/19;ES48;1=;827;962;845;868;793;812;823;748;582;425;267;173
16/07/19;ES48;2-;92;62;56;58;101;279;522;588;606;641;745;780
16/07/19;ES48;2=;862;1297;1732;1025;1073;1300;1142;882;700;444;334;192
16/07/19;ES49;1-;107;50;34;24;61;300;1135;1198;879;805;967;928
16/07/19;ES49;1=;1004;948;938;868;937;922;938;807;682;462;418;347
16/07/19;ES49;2-;118;66;45;43;49;44;62;227;347;445;481;468
16/07/19;ES49;2=;509;488;455;601;532;499;501;516;442;356;254;152
16/07/19;ES50;1-;163;112;44;38;32;72;91;255;428;418;467;513
16/07/19;ES50;1=;410;487;481;434;465;463;468;509;425;348;281;190
16/07/19;ES50;2-;88;55;47;43;44;46;82;268;544;678;605;468
16/07/19;ES50;2=;582;463;473;459;447;497;492;470;373;310;200;158
16/07/19;ES51;1-;92;58;38;37;46;97;254;276;535;612;546;594
16/07/19;ES51;1=;616;531;505;595;485;508;493;474;436;391;259;179
16/07/19;ES51;2-;85;54;29;23;25;44;93;699;771;724;663;695
16/07/19;ES51;2=;747;755;668;684;707;755;694;683;394;298;174;151
16/07/19;ES52;1-;60;28;18;15;22;84;416;767;646;873;616;605
16/07/19;ES52;1=;571;586;623;664;688;612;680;676;554;308;179;129
16/07/19;ES52;2-;58;39;237;23;24;99;387;558;351;286;299;379
16/07/19;ES52;2=;416;441;561;340;353;414;373;484;365;165;198;154
16/07/19;ES53;1-;128;95;73;43;26;39;94;158;194;245;271;246
16/07/19;ES53;1=;266;301;278;252;252;299;318;327;277;247;235;172
16/07/19;ES53;2-;187;117;106;68;70;121;344;452;420;399;440;389
16/07/19;ES53;2=;417;462;453;386;455;452;458;463;469;420;292;256
16/07/19;ES54;1-;69;58;38;25;19;43;146;258;243;276;243;258
16/07/19;ES54;1=;268;248;254;205;249;255;266;242;253;261;167;121
16/07/19;ES54;2-;119;87;35;34;16;29;92;165;257;334;327;275
16/07/19;ES54;2=;347;314;376;331;327;335;378;405;377;309;254;187
16/07/19;ES55;1-;50;28;19;15;7;25;77;165;230;259;271;243
16/07/19;ES55;1=;246;262;232;224;216;249;315;290;244;181;145;99
16/07/19;ES55;2-;56;30;18;12;13;26;113;160;221;225;247;226
16/07/19;ES55;2=;224;227;221;268;227;201;242;239;219;195;154;88
16/07/19;ES56;1-;45;22;13;18;42;114;352;426;379;316;320;318
16/07/19;ES56;1=;317;410;619;383;389;516;454;351;279;190;137;96
16/07/19;ES56;2-;0;0;0;0;46;182;636;676;403;301;310;257
16/07/19;ES56;2=;268;295;260;223;255;252;266;238;242;152;136;0
16/07/19;ES57;1-;50;23;20;25;53;220;624;691;587;455;510;477
16/07/19;ES57;1=;519;649;645;545;620;633;583;593;474;319;275;191
16/07/19;ES57;2-;40;24;16;22;56;196;501;683;702;518;507;491
16/07/19;ES57;2=;541;632;714;589;656;694;660;629;469;274;169;109
16/07/19;ES58;1-;48;23;16;19;47;134;341;483;440;348;366;357
16/07/19;ES58;1=;350;402;506;388;392;439;421;347;328;205;164;102
16/07/19;ES58;2-;31;14;6;20;38;72;225;311;254;226;272;272
16/07/19;ES58;2=;291;268;269;275;275;300;296;287;253;179;120;73
16/07/19;ES59;1-;30;22;20;15;31;80;105;143;142;172;174;156
16/07/19;ES59;1=;168;213;153;187;135;190;159;160;169;119;112;58
16/07/19;ES59;2-;20;14;13;14;53;129;193;225;200;178;174;267
16/07/19;ES59;2=;140;167;154;172;198;201;226;167;155;105;86;39
16/07/19;ES60;1-;44;32;28;41;82;232;676;733;654;553;517;513
16/07/19;ES60;1=;454;445;427;414;479;491;507;404;322;192;149;84
16/07/19;ES60;2-;80;41;28;34;45;100;463;591;537;516;507;624
16/07/19;ES60;2=;666;728;655;558;590;695;663;650;479;350;224;168
17/07/19;ES01;1-;371;207;140;104;169;744;2164;2483;2313;2064;2089;2126
17/07/19;ES01;1=;2352;2496;2099;1853;2049;2135;2128;1942;1595;948;1009;883
17/07/19;ES01;2-;309;194;121;91;132;319;902;1583;1727;1557;1591;1554
17/07/19;ES01;2=;1583;1649;1667;1741;1662;1656;1574;1373;1188;780;703;561
17/07/19;ES02;1-;338;198;119;109;124;288;848;1250;1277;1177;1102;1112
17/07/19;ES02;1=;1089;1119;1111;1035;1036;1011;1068;1050;966;759;569;506
17/07/19;ES02;2-;510;211;142;147;196;564;1302;1340;1552;1429;1258;1214
17/07/19;ES02;2=;1136;1110;1073;1100;1023;1088;1089;1114;1040;908;759;645
17/07/19;ES03;1-;246;211;153;116;118;658;2465;2411;2693;2403;1885;1825
17/07/19;ES03;1=;1811;1565;1716;1788;1645;1736;1929;1746;1416;766;561;587
17/07/19;ES03;2-;213;119;110;82;62;180;572;1020;905;1035;1141;1347
17/07/19;ES03;2=;1423;1616;1672;1664;1359;1508;1675;1570;1365;1080;801;451
17/07/19;ES04;1-;142;81;48;38;57;302;1215;1247;1505;1366;1140;1029
17/07/19;ES04;1=;1023;1029;1054;1081;1040;1044;1027;1046;1054;520;351;293
17/07/19;ES04;2-;139;70;47;33;40;145;544;822;668;609;599;648
17/07/19;ES04;2=;757;801;942;917;747;812;955;909;823;580;384;246
17/07/19;ES05;1-;933;561;392;266;350;693;1359;1768;2077;2350;2549;2757
17/07/19;ES05;1=;2970;3332;3327;2874;3033;3292;3281;2960;2429;1863;1566;1540
17/07/19;ES05;2-;207;217;133;102;356;1258;2273;2144;2189;2109;1863;1803
17/07/19;ES05;2=;1711;1567;1768;1720;1615;1640;1749;1757;1555;1373;966;440
17/07/19;ES06;1-;87;47;30;26;63;257;968;1016;801;727;767;805
17/07/19;ES06;1=;815;855;994;806;805;916;811;752;590;336;230;189
17/07/19;ES06;2-;126;68;30;24;41;176;629;849;769;655;704;736
17/07/19;ES06;2=;734;895;1043;737;776;805;763;649;510;349;231;207
17/07/19;ES07;1-;827;438;209;120;103;186;667;1823;2151;1844;1713;1943
17/07/19;ES07;1=;2178;2425;3284;3465;2729;3047;3182;2866;2397;1984;1593;1099
17/07/19;ES07;2-;564;211;116;104;177;603;3429;5137;4129;3075;2560;2435
17/07/19;ES07;2=;2141;2197;2692;2423;2160;2224;2443;2271;2168;1840;1314;961
17/07/19;ES08;1-;552;377;308;236;274;424;706;791;861;895;897;887
17/07/19;ES08;1=;865;897;822;845;912;917;919;871;812;732;630;653
17/07/19;ES08;2-;518;330;317;264;323;480;898;1141;1122;1090;1030;1034
17/07/19;ES08;2=;999;1035;953;1000;954;996;976;1026;941;807;793;775
17/07/19;ES09;1-;560;551;379;277;258;301;843;729;801;867;1000;1028
17/07/19;ES09;1=;988;974;922;897;921;1026;963;1023;984;898;782;712
17/07/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES10;2-;214;143;108;77;86;108;407;666;571;547;407;532
17/07/19;ES10;2=;565;584;626;536;577;620;678;678;590;536;422;324
17/07/19;ES11;1-;1131;887;381;184;125;149;472;3618;5615;5140;4594;3636
17/07/19;ES11;1=;3462;3325;3498;4320;3878;3381;3434;3722;3576;3320;2769;1779
17/07/19;ES11;2-;1256;1067;505;245;161;184;322;1389;3291;3618;3688;3255
17/07/19;ES11;2=;3432;3698;4171;5720;5666;4716;5001;5363;4798;4448;3604;2085
17/07/19;ES12;1-;519;308;208;190;327;1135;1793;1623;1398;1735;1696;1394
17/07/19;ES12;1=;1621;1537;1655;1671;1720;1549;1585;1656;1648;1450;1307;1039
17/07/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES13;1-;377;247;176;140;199;450;1124;1460;1530;1491;1467;1417
17/07/19;ES13;1=;1518;1558;1497;1483;1595;1584;1586;1460;1229;841;781;672
17/07/19;ES13;2-;557;401;275;207;159;380;1321;1782;1946;1795;1763;1839
17/07/19;ES13;2=;1786;1834;1699;1717;1710;1777;1798;1671;1491;1074;967;970
17/07/19;ES14;1-;70;35;16;19;24;77;215;418;432;359;438;439
17/07/19;ES14;1=;418;349;335;381;403;385;337;300;241;168;144;113
17/07/19;ES14;2-;35;17;12;10;17;38;95;180;233;293;302;306
17/07/19;ES14;2=;359;334;266;272;322;315;292;226;178;130;115;96
17/07/19;ES15;1-;94;44;34;32;66;223;922;1088;912;783;735;791
17/07/19;ES15;1=;781;811;921;864;746;783;774;687;520;341;290;207
17/07/19;ES15;2-;107;40;23;11;36;157;791;1102;1090;813;819;771
17/07/19;ES15;2=;797;938;830;720;698;717;640;620;471;266;200;248
17/07/19;ES16;1-;399;214;128;118;150;339;1032;1335;1361;1404;1497;1593
17/07/19;ES16;1=;1810;1830;1751;1711;1691;1940;1963;1310;1293;1018;812;813
17/07/19;ES16;2-;265;141;94;89;141;539;1540;1649;1505;1415;1411;1419
17/07/19;ES16;2=;1346;1275;1274;1288;1281;1343;1282;1248;1045;679;525;495
17/07/19;ES17;1-;404;242;164;159;329;1539;3120;3482;3268;2828;2768;2645
17/07/19;ES17;1=;2478;2506;2576;2561;2678;2592;2639;2581;2154;1557;1170;1005
17/07/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES18;1-;98;56;33;23;43;283;1103;1159;958;710;811;736
17/07/19;ES18;1=;636;621;570;597;660;643;624;556;457;287;290;230
17/07/19;ES18;2-;144;74;56;42;37;67;269;498;693;808;810;866
17/07/19;ES18;2=;937;1135;1063;960;983;1091;1147;1107;967;558;452;383
17/07/19;ES19;1-;256;156;126;96;130;329;680;983;1073;1028;1105;1102
17/07/19;ES19;1=;972;986;982;965;1087;1213;1030;997;745;577;462;395
17/07/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES20;1-;4230;3043;1496;846;614;694;1322;3997;8751;9288;8484;8132
17/07/19;ES20;1=;8549;9183;9999;9999;9999;9999;9999;9999;9999;9630;7724;6286
17/07/19;ES20;2-;3808;2450;1166;656;553;785;2462;9999;9195;9452;9999;9731
17/07/19;ES20;2=;9859;9324;9835;9999;9999;9548;9653;9524;9113;8397;7339;5133
17/07/19;ES21;1-;126;65;52;36;61;183;1059;1335;977;903;991;1037
17/07/19;ES21;1=;1101;1143;915;927;1079;1092;1130;1005;727;461;395;357
17/07/19;ES21;2-;158;63;41;38;71;305;955;1732;1835;1477;1388;1402
17/07/19;ES21;2=;1262;1365;1760;1485;1421;1533;1385;1161;860;513;335;292
17/07/19;ES22;1-;242;142;94;113;102;506;1372;1264;1600;1308;1025;1007
17/07/19;ES22;1=;1010;995;1013;1039;1058;1142;1159;1289;990;857;639;541
17/07/19;ES22;2-;371;214;134;98;118;304;777;1046;908;1037;1111;1114
17/07/19;ES22;2=;1306;1210;1294;1365;1171;1300;1493;1429;1212;1165;869;735
17/07/19;ES23;1-;515;337;344;239;410;1460;3792;3202;3473;3342;2822;2495
17/07/19;ES23;1=;2349;2319;2309;2217;2228;2293;2266;2411;2126;1836;1266;1012
17/07/19;ES23;2-;1431;675;471;495;337;782;1343;1167;1554;1865;2174;2188
17/07/19;ES23;2=;2564;2614;2899;2929;2721;2817;2877;2937;2634;2341;1822;1635
17/07/19;ES24;1-;264;156;83;67;59;149;380;613;497;698;720;778
17/07/19;ES24;1=;822;880;886;948;872;806;861;870;790;646;538;493
17/07/19;ES24;2-;185;150;78;72;101;338;1244;1187;1020;780;873;769
17/07/19;ES24;2=;704;739;720;738;728;824;794;658;507;426;382;294
17/07/19;ES25;1-;109;112;73;9;16;91;143;247;190;280;268;181
17/07/19;ES25;1=;255;242;230;144;173;251;240;186;239;200;117;105
17/07/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES26;1-;266;177;111;90;88;125;228;302;339;381;410;589
17/07/19;ES26;1=;564;366;359;374;371;364;568;367;321;289;420;266
17/07/19;ES26;2-;152;76;57;76;78;129;169;286;245;370;355;266
17/07/19;ES26;2=;352;315;302;233;333;209;348;320;294;267;157;199
17/07/19;ES27;1-;593;371;181;221;184;414;1386;1872;1846;1753;1733;1632
17/07/19;ES27;1=;1742;1618;1391;1606;1540;1686;1877;1680;1607;1170;1000;938
17/07/19;ES27;2-;507;441;249;243;291;497;1561;1759;1209;1168;1204;1309
17/07/19;ES27;2=;1247;1411;1275;1247;1205;1327;1241;1165;1040;848;850;780
17/07/19;ES28;1-;137;65;40;67;103;262;563;718;772;773;884;821
17/07/19;ES28;1=;853;1134;992;916;1037;1029;943;810;636;440;336;248
17/07/19;ES28;2-;171;78;41;68;170;545;1241;1547;1395;1134;974;985
17/07/19;ES28;2=;995;1089;1050;949;1048;1079;1032;859;730;527;381;269
17/07/19;ES29;1-;906;521;354;254;459;1327;2710;2126;2205;2134;2000;1951
17/07/19;ES29;1=;1987;1934;2157;2033;1991;1992;1977;1930;1862;1595;1236;1116
17/07/19;ES29;2-;463;271;172;214;301;889;2157;1676;2103;2266;2393;2128
17/07/19;ES29;2=;2155;2079;2231;2216;2129;2285;2213;2296;2125;2070;1441;1125
17/07/19;ES30;1-;121;75;50;42;74;118;300;480;432;528;499;492
17/07/19;ES30;1=;571;499;419;488;478;508;526;535;434;433;319;261
17/07/19;ES30;2-;161;91;69;75;92;292;827;876;1100;973;789;826
17/07/19;ES30;2=;822;742;799;754;765;788;813;874;723;644;447;330
17/07/19;ES31;1-;86;64;39;35;34;39;49;141;212;232;259;318
17/07/19;ES31;1=;301;317;398;279;276;256;286;358;322;291;228;130
17/07/19;ES31;2-;73;57;38;33;22;56;72;176;422;509;334;315
17/07/19;ES31;2=;267;239;219;209;233;275;273;253;222;190;120;102
17/07/19;ES32;1-;248;110;109;66;72;265;672;692;902;832;711;735
17/07/19;ES32;1=;661;619;664;627;608;664;679;739;689;552;372;356
17/07/19;ES32;2-;267;106;60;57;53;134;279;392;463;527;479;468
17/07/19;ES32;2=;556;577;588;473;483;463;526;488;490;393;335;322
17/07/19;ES33;1-;358;163;94;50;74;132;473;1803;1965;1775;1150;1075
17/07/19;ES33;1=;1031;1032;1310;1208;1060;1033;1123;1104;1014;889;561;395
17/07/19;ES33;2-;218;103;59;30;46;65;137;646;1023;868;654;660
17/07/19;ES33;2=;661;762;1086;1445;1257;1166;1311;1298;944;686;446;303
17/07/19;ES34;1-;242;202;155;204;144;195;422;520;570;587;355;531
17/07/19;ES34;1=;466;259;375;282;423;272;438;403;388;345;209;263
17/07/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES36;1-;414;198;137;96;148;580;2175;2465;2273;1845;2048;2049
17/07/19;ES36;1=;2211;2391;2234;2065;2073;2309;2226;2130;1654;1099;1185;1111
17/07/19;ES36;2-;221;130;85;63;138;466;1978;2774;2609;2198;2244;2139
17/07/19;ES36;2=;2082;2305;2457;2464;2250;2437;2230;2127;1579;969;823;579
17/07/19;ES37;1-;237;122;71;72;110;345;1404;1741;1510;1411;1476;1664
17/07/19;ES37;1=;1681;2063;1898;1726;1740;1860;1691;1581;1148;795;679;555
17/07/19;ES37;2-;133;72;48;52;162;636;1662;2493;2369;1869;1803;1758
17/07/19;ES37;2=;1656;1930;2045;1786;1860;1838;1800;1642;1192;716;501;388
17/07/19;ES38;1-;102;52;26;13;17;7;170;378;531;520;473;533
17/07/19;ES38;1=;557;605;673;473;516;631;641;624;541;390;248;161
17/07/19;ES38;2-;82;32;20;16;20;29;254;774;788;563;356;454
17/07/19;ES38;2=;379;387;457;380;390;406;449;364;359;234;177;132
17/07/19;ES39;1-;545;410;179;86;72;79;152;1298;2967;2975;2212;1569
17/07/19;ES39;1=;1464;1476;1448;1895;1956;1504;1603;1771;1592;1467;1163;786
17/07/19;ES39;2-;508;398;176;76;56;68;119;541;1912;1941;1565;1329
17/07/19;ES39;2=;1381;1490;1615;2127;2495;1912;1999;1961;1830;1341;1554;796
17/07/19;ES40;1-;349;136;101;111;171;641;2617;3046;2826;2180;2332;2300
17/07/19;ES40;1=;2281;2594;2313;2264;2126;2273;2159;2018;1602;973;752;708
17/07/19;ES40;2-;275;143;121;98;196;620;1829;2069;1915;1703;1724;1918
17/07/19;ES40;2=;1939;2051;2288;2045;2040;2246;2182;1911;1456;972;793;611
17/07/19;ES41;1-;217;151;105;97;213;488;1315;1457;1261;1007;1140;1114
17/07/19;ES41;1=;1132;1056;935;896;1032;1076;1048;1050;750;590;486;405
17/07/19;ES41;2-;176;118;76;82;140;283;639;943;1067;986;958;939
17/07/19;ES41;2=;901;913;1066;933;1016;1058;972;828;651;496;383;297
17/07/19;ES42;1-;122;74;72;67;88;223;704;1108;1061;834;943;950
17/07/19;ES42;1=;1013;1024;995;826;963;1002;953;891;669;488;377;270
17/07/19;ES42;2-;132;86;55;42;67;284;825;1619;1541;1256;1192;1219
17/07/19;ES42;2=;1125;1289;1239;1158;1057;1164;1201;987;744;518;404;319
17/07/19;ES43;1-;258;113;101;78;89;121;366;810;887;771;892;672
17/07/19;ES43;1=;578;540;561;473;550;554;604;576;574;450;373;223
17/07/19;ES43;2-;263;182;138;89;63;51;132;365;509;514;340;540
17/07/19;ES43;2=;601;666;688;667;606;746;708;725;630;500;439;351
17/07/19;ES44;1-;441;245;215;145;245;629;1277;1945;2168;2191;2174;2254
17/07/19;ES44;1=;2227;2266;2171;2249;2317;2266;2294;2160;1806;1162;940;893
17/07/19;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES45;1-;564;308;193;120;269;829;2581;2730;2361;2167;2156;2255
17/07/19;ES45;1=;2223;2324;2040;2224;2320;2333;2169;2048;1727;1232;1111;977
17/07/19;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/07/19;ES46;1-;137;90;82;87;160;455;788;727;721;686;760;844
17/07/19;ES46;1=;807;873;737;687;782;908;913;921;654;514;325;219
